序号,招聘主题,用人单位,发布日期,浏览次数
1476,芯片后端设计工程师 ASIC physical design engineer,建瓴半导体（广州）有限责任公司,2021-11-01,112
1477,芯片设计工程师,建瓴半导体（广州）有限责任公司,2021-11-01,111
1478,芯片验证工程师,建瓴半导体（广州）有限责任公司,2021-11-01,103
1479,交换机芯片SDK软件工程师,建瓴半导体（广州）有限责任公司,2021-11-01,107
1480, 香港科技大学22fall数据建模硕士学位项目线下招生宣讲会,南京途善久文化传播有限公司,2021-10-31,80
1481,销售代表,深圳市科曼医疗设备有限公司,2021-10-31,62
1482,交易员,西安天勤汇理私募基金管理有限公司,2021-10-30,64
1483,智能传感算法工程师,杭州归领医疗器械有限公司,2021-10-29,50
1484,软件工程师（C++）,杭州归领医疗器械有限公司,2021-10-29,57
1485,硬件工程师,杭州归领医疗器械有限公司,2021-10-29,46
1486,Web前端工程师,广东挑战家控股有限公司,2021-10-29,42
1487,机械结构工程师,杭州归领医疗器械有限公司,2021-10-29,50
1488,JAVA 高级开发工程师,广东挑战家控股有限公司,2021-10-29,40
1489,仿真工程师（北京）,北京华航唯实机器人科技股份有限公司,2021-10-29,50
1490,电气设计工程师（北京/浙江嘉善）,北京华航唯实机器人科技股份有限公司,2021-10-29,41
1491,机械设计工程师（北京）,北京华航唯实机器人科技股份有限公司,2021-10-29,53
1492,虚拟现实工程师（北京）,北京华航唯实机器人科技股份有限公司,2021-10-29,43
1493,算法工程师 （北京）,北京华航唯实机器人科技股份有限公司,2021-10-29,68
1494,C++开发工程师 （北京）,北京华航唯实机器人科技股份有限公司,2021-10-29,55
1495,材料工程师,杭州归领医疗器械有限公司,2021-10-29,51
1496,试验工程师,南京越博动力系统股份有限公司,2021-10-29,46
1497,器件设计工程师,芯盟科技有限公司,2021-10-29,49
1498,DRAM Designer,芯盟科技有限公司,2021-10-29,44
1499,模拟电路 IC 设计工程师,芯盟科技有限公司,2021-10-29,45
1500,FinTech管理培训生,兴业银行股份有限公司长沙分行,2021-10-29,69
1501,管理培训生,兴业银行股份有限公司长沙分行,2021-10-29,56
1502,市场营销类,兴业银行股份有限公司长沙分行,2021-10-29,52
1503,运营支持类,兴业银行股份有限公司长沙分行,2021-10-29,77
1504,运营,浙江小虫科技有限公司,2021-10-29,47
1505,教学开发工程师 （上海/嘉善）,北京华航唯实机器人科技股份有限公司,2021-10-29,52
1506,服务支持,浙江小虫科技有限公司,2021-10-29,43
1507,商务BD,浙江小虫科技有限公司,2021-10-29,43
1508,工业机器人培训工程师（机器人/电气方向）,北京华航唯实机器人科技股份有限公司,2021-10-29,55
1509,企业信息化类,天津能源投资集团有限公司,2021-10-28,59
1510,web前端开发,北京中指讯博数据信息技术有限公司,2021-10-28,46
1511,管培生（鸭鸭羽绒服）,鸭鸭电子商务（杭州）有限公司,2021-10-28,66
1512,舞台灯光设计师、舞台机械设计师,中广电广播电影电视设计研究院,2021-10-28,35
1513,CoE 开发工程师 - SAP Women’s Tech Academy Program,思爱普（中国）有限公司,2021-10-28,57
1514,技术岗,四川航天川南火工技术有限公司,2021-10-28,39
1515,信息技术岗,四川航天川南火工技术有限公司,2021-10-28,38
1516,研发工程师,天津凯发电气股份有限公司,2021-10-27,43
1517,技术工程师,天津凯发电气股份有限公司,2021-10-27,48
1518,软件工程师,天津凯发电气股份有限公司,2021-10-27,50
1519,软件开发,通富微电子股份有限公司,2021-10-27,42
1520,动力工程技术,通富微电子股份有限公司,2021-10-27,41
1521,研发工程师,深圳市速联技术有限公司,2021-10-27,42
1522,Java开发工程师,北京中指讯博数据信息技术有限公司,2021-10-27,42
1523,数据分析师,北京中指讯博数据信息技术有限公司,2021-10-27,42
1524,模拟IC实习生,深圳市勃望初芯半导体科技有限公司,2021-10-27,53
1525,研发工程师,福建慧芯激光科技有限公司,2021-10-27,55
1526,微波系统工程师,深圳市速联技术有限公司,2021-10-27,36
1527,领航家（营销管培生）,上海链家房地产经纪有限公司,2021-10-27,94
1528,微结构工程师,深圳市速联技术有限公司,2021-10-27,38
1529,材料工程师,深圳市速联技术有限公司,2021-10-27,49
1530,技术研发,通富微电子股份有限公司,2021-10-27,44
1531,封装技术开发,通富微电子股份有限公司,2021-10-27,48
1532,理财规划师,中信建投证券股份有限公司西安科技路证券营业部,2021-10-27,51
1533,新产品开发,通富微电子股份有限公司,2021-10-27,41
1534,制程工程师,通富微电子股份有限公司,2021-10-27,48
1535,设备工程师,通富微电子股份有限公司,2021-10-27,43
1536,财务、管理类,通富微电子股份有限公司,2021-10-27,37
1537,IT开发工程师,中国电信股份有限公司深圳分公司,2021-10-27,44
1538,IT应用工程师,中国电信股份有限公司深圳分公司,2021-10-27,35
1539,云网运营工程师,中国电信股份有限公司深圳分公司,2021-10-27,37
1540,解决方案经理,中国电信股份有限公司深圳分公司,2021-10-27,39
1541,无线网络优化维护工程师,中国电信股份有限公司深圳分公司,2021-10-27,37
1542,教师,湖北文理学院,2021-10-27,50
1543,技术管培生,银都餐饮设备股份有限公司,2021-10-26,49
1544,封装工艺工程师,北京中科新微特科技开发股份有限公司,2021-10-26,43
1545,技术研发工程师,成都科优信测科技有限公司,2021-10-26,45
1546,产品工程师,成都科优信测科技有限公司,2021-10-26,64
1547,电气设计工程师,西安特变电工电力设计有限责任公司,2021-10-26,45
1548,北京未尔科技2022届校园招聘,北京未尔锐创科技有限公司,2021-10-26,59
1549,ATE测试工程师,新相微电子（西安）有限公司,2021-10-26,67
1550,销售工程师,成都道克科技有限公司,2021-10-26,40
1551,雷达总体设计师,北京华航无线电测量研究所,2021-10-26,48
1552,信号处理工程师,北京华航无线电测量研究所,2021-10-26,50
1553,FPGA软件工程师,北京华航无线电测量研究所,2021-10-26,52
1554,电路设计工程师,北京华航无线电测量研究所,2021-10-26,46
1555,嵌入式软件工程师,北京华航无线电测量研究所,2021-10-26,47
1556,航天工程师（雷达方向）,北京华航无线电测量研究所,2021-10-26,52
1557,检测工程师,英华检测（上海）有限公司,2021-10-26,41
1558,销售工程师,英华检测（上海）有限公司,2021-10-26,36
1559,技术支持工程师,英华检测（上海）有限公司,2021-10-26,44
1560,嵌入式开发,深圳市悦保科技有限公司,2021-10-26,36
1561,人工智能,深圳市悦保科技有限公司,2021-10-26,38
1562,技术管培生,浙江升华云峰新材股份有限公司,2021-10-26,58
1563,三电研发工程师,重庆金康动力新能源有限公司,2021-10-26,57
1564,财富管理类,粤开证券股份有限公司,2021-10-26,48
1565,研发工程师,西安昆仑工业（集团）有限责任公司,2021-10-26,45
1566,MCU销售工程师,深圳市赛元微电子有限公司,2021-10-25,40
1567,技术支持工程师,深圳市赛元微电子有限公司,2021-10-25,42
1568,应用工程师,深圳市赛元微电子有限公司,2021-10-25,42
1569,IC模拟电路设计工程师,深圳市赛元微电子有限公司,2021-10-25,47
1570,IC数字电路设计工程师,深圳市赛元微电子有限公司,2021-10-25,43
1571,半导体测试工程师,山西国科半导体光电研究院有限公司,2021-10-25,52
1572,工艺研发工程师,山西国科半导体光电研究院有限公司,2021-10-25,45
1573,技术储备干部,东莞市竞沃电子科技有限公司,2021-10-25,51
1574,售前解决方案管培生,华控清交信息科技（北京）有限公司,2021-10-25,53
1575,售前解决方案管培生,华控清交信息科技（北京）有限公司,2021-10-25,44
1576,大客户销售管培生,华控清交信息科技（北京）有限公司,2021-10-25,41
1577,大客户销售管培生,华控清交信息科技（北京）有限公司,2021-10-25,51
1578,软件架构师,成都西南信息控制研究院有限公司,2021-10-25,44
1579,软件研发设计师,成都西南信息控制研究院有限公司,2021-10-25,43
1580,通信组网设计师,成都西南信息控制研究院有限公司,2021-10-25,42
1581,人力资源部管理培训生,咸阳隆基乐叶光伏科技有限公司,2021-10-25,106
1582,仓储物流管理培训生,咸阳隆基乐叶光伏科技有限公司,2021-10-25,95
1583,茂业集团2022届管培生(全国),深圳茂业商厦有限公司,2021-10-25,42
1584,计划物控部管理培训生,咸阳隆基乐叶光伏科技有限公司,2021-10-25,98
1585,华夏幸福基业股份有限公司2022级“产动力”产业招商培训生校园招聘,华夏幸福基业股份有限公司,2021-10-25,48
1586,教学科研及其他岗位,中北大学,2021-10-25,41
1587,总裁办行政助理EA（初级）,武汉佰钧成技术有限责任公司,2021-10-25,40
1588,触屏固件工程师（驱动工程师）,武汉佰钧成技术有限责任公司,2021-10-25,41
1589,大学教师,西京学院,2021-10-25,61
1590,交互设计师,深圳奥哲网络科技有限公司,2021-10-25,68
1591,驱动工程师,武汉佰钧成技术有限责任公司,2021-10-25,38
1592,运维工程师,深圳奥哲网络科技有限公司,2021-10-25,70
1593,PPTC产品开发工程师,东莞市竞沃电子科技有限公司,2021-10-25,50
1594,器件研发工程师,东莞市竞沃电子科技有限公司,2021-10-25,50
1595,（三）工程师岗位C（助理工程师/工程师／高级工程师 若干）,泉州装备制造研究所,2021-10-25,44
1596,（二）工程师岗位2（工程师／高级工程师 若干）,泉州装备制造研究所,2021-10-25,44
1597,（四）工程师岗位4（助理工程师/工程师 若干）,泉州装备制造研究所,2021-10-25,47
1598,产品测试岗、架构设计岗、人才培养及发展岗、大数据分析岗、程序开发岗,启明信息技术股份有限公司,2021-10-25,38
1599,微创®医疗机器人2022校园招聘正式启动！,上海微创医疗机器人（集团）股份有限公司,2021-10-25,42
1600,高中全职教师,西安工业经济职业学校,2021-10-23,83
1601,多岗位招聘：业务拓展类、技术研发类、财务审计类、行政职能类	,物产中大集团股份有限公司,2021-10-23,49
1602,材料及产品开发总监,东莞市竞沃电子科技有限公司,2021-10-22,57
1603,品质工程师,东莞市竞沃电子科技有限公司,2021-10-22,54
1604,制程工程师,东莞市竞沃电子科技有限公司,2021-10-22,64
1605,应用工程师FAE,东莞市竞沃电子科技有限公司,2021-10-22,54
1606,设备维护工程师,东莞市竞沃电子科技有限公司,2021-10-22,53
1607,储备PMC主管,东莞市竞沃电子科技有限公司,2021-10-22,55
1608,销售工程师,东莞市竞沃电子科技有限公司,2021-10-22,59
1609,海外销售工程师,东莞市竞沃电子科技有限公司,2021-10-22,43
1610,光刻研发工程师,浙江珏芯微电子有限公司,2021-10-22,55
1611,光学设计研发工程师,浙江珏芯微电子有限公司,2021-10-22,71
1612,FPGA研发工程师,浙江珏芯微电子有限公司,2021-10-22,52
1613,硬件研发工程师,浙江珏芯微电子有限公司,2021-10-22,65
1614,厂务特气工程师,浙江珏芯微电子有限公司,2021-10-22,57
1615,技术支持工程师,浙江珏芯微电子有限公司,2021-10-22,68
1616,助理研发工程师,浙江珏芯微电子有限公司,2021-10-22,46
1617,C++工程师,英诺达（成都）电子科技有限公司,2021-10-22,41
1618,数字后端助理工程师,英诺达（成都）电子科技有限公司,2021-10-22,46
1619,EMU工程师,英诺达（成都）电子科技有限公司,2021-10-22,40
1620,广州金融控股集团博士后,广州金融控股集团有限公司,2021-10-22,40
1621,人事专员,上海网达软件股份有限公司,2021-10-22,67
1622,销售经理,上海网达软件股份有限公司,2021-10-22,60
1623,产品经理,上海网达软件股份有限公司,2021-10-22,68
1624,前端开发,上海网达软件股份有限公司,2021-10-22,70
1625,ios开发工程师,上海网达软件股份有限公司,2021-10-22,57
1626,Android开发A工程师,上海网达软件股份有限公司,2021-10-22,57
1627,软件研发岗,西安未尔锐创信息科技有限公司,2021-10-22,39
1628,前后端开发或管理储备生或测试,上海科箭软件科技有限公司,2021-10-22,43
1629,设施工程师,江苏华恒新能源有限公司,2021-10-21,275
1630,软件测试工程师,北京米波通信技术有限公司西安分公司,2021-10-21,84
1631,功能测试工程师,北京米波通信技术有限公司西安分公司,2021-10-21,65
1632,管理培训生,玫德集团有限公司,2021-10-21,119
1633,研发工程师,上海东湖机械厂,2021-10-21,51
1634,助理实施顾问,上海埃林哲软件系统股份有限公司,2021-10-21,56
1635,助理技术顾问,上海埃林哲软件系统股份有限公司,2021-10-21,52
1636,助理销售,上海埃林哲软件系统股份有限公司,2021-10-21,55
