招聘主题,用人单位,发布日期,浏览次数
软件工程师（开发岗）,苏州雄立科技有限公司,2021-12-06,48
软件工程师（测试岗）,苏州雄立科技有限公司,2021-12-06,47
硬件工程师,苏州雄立科技有限公司,2021-12-06,58
科研助理,苏州雄立科技有限公司,2021-12-06,51
驻外技术支持工程师/技术方案工程师,厦门立林科技有限公司,2021-12-06,40
工业设计师,厦门立林科技有限公司,2021-12-06,41
外贸销售工程师,厦门立林科技有限公司,2021-12-06,40
驻外销售工程师,厦门立林科技有限公司,2021-12-06,42
嵌入式软件开发工程师,厦门立林科技有限公司,2021-12-06,42
后端java开发工程师,厦门立林科技有限公司,2021-12-06,40
硬件开发工程师,厦门立林科技有限公司,2021-12-06,42
产品开发工程师,厦门立林科技有限公司,2021-12-06,61
结构工程师,厦门立林科技有限公司,2021-12-06,40
测试开发工程师,厦门立林科技有限公司,2021-12-06,41
软件测试工程师,厦门立林科技有限公司,2021-12-06,40
质量工程师,厦门立林科技有限公司,2021-12-06,40
教员,中国人民解放军火箭军工程大学,2021-12-03,144
ID与UX设计师,天音通信有限公司,2021-12-03,102
结构与材料工程师,天音通信有限公司,2021-12-03,89
产品研发工程师,北京航天赛德科技发展有限公司涿州分公司,2021-12-03,53
信号算法工程师,深圳麦科田生物医疗技术股份有限公司,2021-12-03,66
硬件工程师,深圳麦科信仪器有限公司,2021-12-03,49
控制算法工程师,深圳麦科田生物医疗技术股份有限公司,2021-12-03,65
机械工程师,深圳麦科田生物医疗技术股份有限公司,2021-12-03,61
硬件工程师,深圳麦科田生物医疗技术股份有限公司,2021-12-03,58
系统工程师,深圳麦科田生物医疗技术股份有限公司,2021-12-03,60
气路工程师,深圳麦科田生物医疗技术股份有限公司,2021-12-03,50
嵌入式软件开发工程师-产品研发中心,卡斯柯信号有限公司北京分公司,2021-12-02,75
系统设计工程师,卡斯柯信号有限公司北京分公司,2021-12-02,61
 蛋白纯化研究员,嘉兴维亚生物科技有限公司,2021-12-02,48
分子克隆,嘉兴维亚生物科技有限公司,2021-12-02,49
软件测试工程师,卡斯柯信号有限公司北京分公司,2021-12-02,60
质量检验员,卡斯柯信号有限公司北京分公司,2021-12-02,56
助理研究员（算法）,上海爱数信息技术股份有限公司,2021-12-02,71
管理培训生,萝卜太辣（北京）科技有限公司西安分公司,2021-12-02,83
细胞培养研究员,嘉兴维亚生物科技有限公司,2021-12-02,45
有机合成研究员,嘉兴维亚生物科技有限公司,2021-12-02,44
研发工程师,格力钛新能源股份有限公司,2021-12-02,51
材料工程师,格力钛新能源股份有限公司,2021-12-02,47
 技术工程师（电芯）,格力钛新能源股份有限公司,2021-12-02,51
技术支持工程师（pack),格力钛新能源股份有限公司,2021-12-02,46
工艺工程师,格力钛新能源股份有限公司,2021-12-02,51
设备技术工程师,格力钛新能源股份有限公司,2021-12-02,52
电气工程师,格力钛新能源股份有限公司,2021-12-02,48
结构工程师,格力钛新能源股份有限公司,2021-12-02,51
软件工程师,格力钛新能源股份有限公司,2021-12-02,48
硬件工程师,格力钛新能源股份有限公司,2021-12-02,49
工业设计工程师,格力钛新能源股份有限公司,2021-12-02,50
JAVA开发工程师,中大检测（湖南）股份有限公司,2021-12-02,85
整车电控工程师,格力钛新能源股份有限公司,2021-12-02,44
算法工程师,中大检测（湖南）股份有限公司,2021-12-02,102
Web前端开发工程师,中大检测（湖南）股份有限公司,2021-12-02,80
机械设计工程师,洛阳德平科技股份有限公司,2021-12-02,43
仿真工程师,格力钛新能源股份有限公司,2021-12-02,53
测试工程师,中大检测（湖南）股份有限公司,2021-12-02,83
电气研发工程师,洛阳德平科技股份有限公司,2021-12-02,45
Python开发工程师,中大检测（湖南）股份有限公司,2021-12-02,80
物联网开发工程师,中大检测（湖南）股份有限公司,2021-12-02,78
嵌入式软件硬件工程师,洛阳德平科技股份有限公司,2021-12-02,43
嵌入式软件工程师,中大检测（湖南）股份有限公司,2021-12-02,71
硬件工程师,中大检测（湖南）股份有限公司,2021-12-02,72
工业设计师,格力钛新能源股份有限公司,2021-12-02,41
技术工程师,格力钛新能源股份有限公司,2021-12-02,51
电池储能销售,格力钛新能源股份有限公司,2021-12-02,42
群团工作岗,陕西航天龙腾汽车服务有限公司,2021-12-02,45
安全研究实习生（iast/sast漏洞检测方向）,杭州默安科技有限公司,2021-12-02,61
安全研究实习生（主机安全方向）,杭州默安科技有限公司,2021-12-02,52
软件开发实习生,罗克韦尔自动化软件（大连）有限公司,2021-12-02,45
Java开发工程师,西安绿点信息科技有限公司,2021-12-02,49
软件测试实习生,罗克韦尔自动化软件（大连）有限公司,2021-12-02,46
电源设计师,海华电子企业（中国）有限公司,2021-12-02,43
安全服务实习生,杭州默安科技有限公司,2021-12-02,57
技术支持实习生,杭州默安科技有限公司,2021-12-02,76
安全研究实习生（容器安全方向）,杭州默安科技有限公司,2021-12-02,47
测试工程师,西安绿点信息科技有限公司,2021-12-02,52
H5开发工程师,西安绿点信息科技有限公司,2021-12-02,48
攻防研究实习生,杭州默安科技有限公司,2021-12-02,55
安全研究实习生（漏扫方向）,杭州默安科技有限公司,2021-12-02,50
安全研究实习生（欺骗防御方向）,杭州默安科技有限公司,2021-12-02,56
易航智能—供应链管理专员,北京易航远智科技有限公司,2021-12-02,44
Android开发工程师,西安绿点信息科技有限公司,2021-12-02,51
重庆三峡职业学院2021年下半年公开招聘在编博士、硕士研究生人才招聘简章,北京磐石活水信息科技有限公司,2021-12-02,57
应用科学家实习生,亚马逊（中国）投资有限公司,2021-12-01,55
软件开发实习生,亚马逊（中国）投资有限公司,2021-12-01,62
后端开发工程师,畅捷通信息技术股份有限公司,2021-12-01,47
后端开发工程师,畅捷通信息技术股份有限公司,2021-12-01,47
抗体药设计算法工程师,上海数因信科智能科技有限公司,2021-12-01,49
药物研发工程师,上海数因信科智能科技有限公司,2021-12-01,49
机器学习工程师,上海数因信科智能科技有限公司,2021-12-01,47
测试工程师,畅捷通信息技术股份有限公司,2021-12-01,45
自动化机械工程师,深圳市中冀联合技术股份有限公司,2021-12-01,67
单片机/嵌入式软件工程师,深圳市中冀联合技术股份有限公司,2021-12-01,47
销售工程师,深圳市中冀联合技术股份有限公司,2021-12-01,45
电气/机电工程师,深圳市中冀联合技术股份有限公司,2021-12-01,46
外贸助理,深圳市中冀联合技术股份有限公司,2021-12-01,48
外贸业务员,深圳市中冀联合技术股份有限公司,2021-12-01,49
电子商务/网络运营专员,深圳市中冀联合技术股份有限公司,2021-12-01,45
电子商务/网络运营管培生,深圳市中冀联合技术股份有限公司,2021-12-01,49
机械工程师,深圳市中冀联合技术股份有限公司,2021-12-01,54
助理机械工程师,深圳市中冀联合技术股份有限公司,2021-12-01,47
电气工程师,深圳市中冀联合技术股份有限公司,2021-12-01,53
射频工程师,深圳市中冀联合技术股份有限公司,2021-12-01,47
芯片研发/软件研发/硬件研发/软件测试/产品测试/市场营销/技术支持/智能制造/财务管理/供应链类,烽火通信科技股份有限公司,2021-12-01,53
软件开发工程师,中国联合网络通信有限公司智网创新中心,2021-12-01,52
前端开发工程师,畅捷通信息技术股份有限公司,2021-12-01,46
机械设备技术,中油奥博（成都）科技有限公司,2021-12-01,47
生物信息工程师,上海数因信科智能科技有限公司,2021-12-01,49
行政实习生,腾讯云计算（西安）有限责任公司,2021-12-01,64
软件开发实习生 智能硬件团队,亚马逊（中国）投资有限公司,2021-12-01,52
硬件测试工程师,江苏芯云电子科技有限公司,2021-11-30,51
嵌入式软件工程师,江苏芯云电子科技有限公司,2021-11-30,72
数字设计工程师,江苏芯云电子科技有限公司,2021-11-30,52
算法工程师,江苏芯云电子科技有限公司,2021-11-30,51
党群工作岗,陕西航天龙腾汽车服务有限公司,2021-11-30,50
人力资源岗,陕西航天龙腾汽车服务有限公司,2021-11-30,55
产品类,杭州老板电器股份有限公司,2021-11-30,51
研发工程师,上海听脉信息技术有限公司,2021-11-30,98
实施工程师,上海听脉信息技术有限公司,2021-11-30,95
FAE现场应用工程师(工作地点：深圳/上海),智锐科技（成都）有限公司,2021-11-30,52
模拟IC版图设计工程师(工作地点：日本),智锐科技（成都）有限公司,2021-11-30,58
先行研究类,杭州老板电器股份有限公司,2021-11-30,45
生产管理类,杭州老板电器股份有限公司,2021-11-30,53
模拟集成电路设计工程师(工作地点：日本),智锐科技（成都）有限公司,2021-11-30,55
供应链类,杭州老板电器股份有限公司,2021-11-30,49
SoC集成电路逻辑设计工程师(工作地点：日本),智锐科技（成都）有限公司,2021-11-30,47
运维工程师(软件支持方向)工作地点：日本,智锐科技（成都）有限公司,2021-11-30,49
运维工程师(主机方向)工作地点：日本,智锐科技（成都）有限公司,2021-11-30,42
运维工程师(网络方向)工作地点：日本,智锐科技（成都）有限公司,2021-11-30,42
运维工程师(信息安全方向)工作地点：日本,智锐科技（成都）有限公司,2021-11-30,46
图书编辑/期刊编辑/校对/编导/营销销售/财务管理,机械工业信息研究院,2021-11-30,49
超潜管培生（证券研究方向）,锐方（上海）私募基金管理有限公司,2021-11-30,66
研发工程师JAVA,浙江菜鸟传橙网络技术有限公司,2021-11-29,98
大学英语教师,中国消防救援学院,2021-11-29,96
大学数学教师,中国消防救援学院,2021-11-29,98
大学物理教师,中国消防救援学院,2021-11-29,94
计算机基础教师,中国消防救援学院,2021-11-29,95
税务助理,山东百丞税务服务股份有限公司,2021-11-29,51
高级税务助理,山东百丞税务服务股份有限公司,2021-11-29,52
 云帆生-财务管理方向（管培生）,远洋云泰数据服务有限公司,2021-11-29,54
算法工程师,深圳朗呈医疗科技有限公司,2021-11-29,51
三维图形研发工程师,深圳朗呈医疗科技有限公司,2021-11-29,50
计算几何研发工程师,深圳朗呈医疗科技有限公司,2021-11-29,48
图形处理工程师（信号处理方向）,深圳朗呈医疗科技有限公司,2021-11-29,47
助理光学工程师,深圳朗呈医疗科技有限公司,2021-11-29,46
 云帆生-成本管理方向（管培生）,远洋云泰数据服务有限公司,2021-11-29,51
云帆生-技术支持方向（管培生）,远洋云泰数据服务有限公司,2021-11-29,57
 云帆生-投资管理方向（管培生）,远洋云泰数据服务有限公司,2021-11-29,49
 云帆生-人力资源方向（管培生）,远洋云泰数据服务有限公司,2021-11-29,50
电工与电 子技术教师,中国消防救援学院,2021-11-29,91
灭火战术教师,中国消防救援学院,2021-11-29,95
灭火救援指挥教师,中国消防救援学院,2021-11-29,120
消防技术装备教师,中国消防救援学院,2021-11-29,86
火灾监控技术教师,中国消防救援学院,2021-11-29,90
信号与系统教师,中国消防救援学院,2021-11-29,82
自动控制原理教师,中国消防救援学院,2021-11-29,77
地理信息系统教师,中国消防救援学院,2021-11-29,78
淮阴师范学院2021年诚聘高层次人才,淮阴师范学院,2021-11-29,66
高等学校教学科研岗,潍坊科技学院,2021-11-29,59
专任辅导员,承德石油高等专科学校,2021-11-29,49
交易员,西安天勤汇理私募基金管理有限公司,2021-11-29,56
香港科技大学数据建模硕士学位项目（MSc DDM） 12月宣讲会（线上+线下）通知,南京途善久文化传播有限公司,2021-11-28,100
电子工程师,江苏势通生物科技有限公司,2021-11-27,53
软件工程师,陕西群爱生物科技有限公司,2021-11-26,102
游戏行业全岗位序列开放,西安爱斯唯尔信息科技有限公司,2021-11-26,128
扬州市优秀青年人才,中共仪征市委组织部,2021-11-26,114
设计工程师,西安奥尔科航空科技有限公司,2021-11-26,65
电气自动化,山东力山特智能科技股份有限公司,2021-11-26,61
电子信息工程,山东力山特智能科技股份有限公司,2021-11-26,67
硬件设计工程师,西安瑞峰光电技术有限公司,2021-11-26,68
c++开发工程师,北京与之科技有限公司,2021-11-26,69
计算机科学与技术,山东力山特智能科技股份有限公司,2021-11-26,83
软件工程,山东力山特智能科技股份有限公司,2021-11-26,66
电气自动化,山东力山特智能科技股份有限公司,2021-11-26,68
机械设计制造及其自动化,山东力山特智能科技股份有限公司,2021-11-26,74
自动化工程师,山东力山特智能科技股份有限公司,2021-11-26,67
研发设计员,武汉航空仪表有限责任公司,2021-11-26,66
C/C++软件工程师（Linux，嵌入式，单片机，智能应用）,上海广翼智联科技有限公司,2021-11-26,59
北交所业务岗,开源证券股份有限公司,2021-11-26,60
西安工商学院2021年11月招聘公告,西安工商学院,2021-11-26,61
硬件工程师,上海广翼智联科技有限公司,2021-11-26,64
C/C++软件开发助理工程师,深圳市视开智能科技有限责任公司,2021-11-26,69
2022年杭州建德市招引党政储备人才公告,建德市人力资源和社会保障局,2021-11-26,61
FPGA开发工程师,西安瑞峰光电技术有限公司,2021-11-26,66
嵌入式软件工程师,西安瑞峰光电技术有限公司,2021-11-26,63
专利工程师,港专京诚知识产权服务有限公司,2021-11-26,54
计算机、通信类专利代理人助理,北京市创世宏景专利商标代理有限责任公司,2021-11-26,53
软件开发工程师（北京/上海）年薪10-25W,深圳飞音时代网络通讯技术有限公司,2021-11-26,44
软件测试工程师（北京）年薪10-25W,深圳飞音时代网络通讯技术有限公司,2021-11-26,45
研发测试工程师,长沙海格北斗信息技术有限公司,2021-11-25,107
FunPlus趣加技术类急招岗位内推,北京趣加科技有限公司,2021-11-25,62
软件开发工程师,上海吉世代网络科技有限公司,2021-11-25,53
桂林理工大学南宁分校2022年专职学生辅导员招聘启事,北京磐石活水信息科技有限公司,2021-11-25,50
数据安全研究员（隐私计算）,图灵人工智能研究院（南京）有限公司,2021-11-25,83
HANA Core Development Support Engineer,思爱普（中国）有限公司西安分公司,2021-11-25,73
智能算法研究员（图像识别）,图灵人工智能研究院（南京）有限公司,2021-11-25,51
嵌入式软件工程师,长沙海格北斗信息技术有限公司,2021-11-25,96
信号处理工程师,长沙海格北斗信息技术有限公司,2021-11-25,101
高精度算法工程师,长沙海格北斗信息技术有限公司,2021-11-25,100
硬件设计工程师,长沙海格北斗信息技术有限公司,2021-11-25,101
专利工程师（电学、通信、机械、自动化领域）,北京龙双利达知识产权代理有限公司西安分公司,2021-11-25,53
专利工程师（电学、通信、机械、自动化领域）,北京龙双利达知识产权代理有限公司西安分公司,2021-11-25,57
专利工程师（电学、通信、机械、自动化等领域）,北京龙双利达知识产权代理有限公司西安分公司,2021-11-25,51
营销培训生,内蒙古伊利实业集团股份有限公司郑州第一分公司,2021-11-25,52
歌莉娅22届校招管理培训生,广州市格风服饰有限公司,2021-11-25,52
伊利2022年校招-销售培训生（奶粉),内蒙古伊利实业集团股份有限公司兰州第一分公司,2021-11-25,44
系统集成项目经理,重庆信科通信工程有限公司,2021-11-24,98
信号完整性[SI/PI]工程师,强一半导体（苏州）有限公司,2021-11-24,152
MEMS工艺研发工程师,强一半导体（苏州）有限公司,2021-11-24,157
MLC/MLO材料研发科学家,强一半导体（苏州）有限公司,2021-11-24,169
MEMS结构设计工程师,强一半导体（苏州）有限公司,2021-11-24,156
FPGA工程师,深圳市国立智能电力科技有限公司,2021-11-24,75
软件研发工程师,中国电子口岸数据中心,2021-11-24,46
RF MEMS仿真设计工程师,强一半导体（苏州）有限公司,2021-11-24,156
MEMS工艺研发工程师,强一半导体（苏州）有限公司,2021-11-24,137
研发管理培训生,京东方科技集团股份有限公司,2021-11-24,53
软件工程师,北京星际导控科技有限责任公司,2021-11-24,91
总体工程师,北京星际导控科技有限责任公司,2021-11-24,85
算法工程师,北京星际导控科技有限责任公司,2021-11-24,93
销售工程师,北京星际导控科技有限责任公司,2021-11-24,88
嵌入式软件工程师,深圳市国立智能电力科技有限公司,2021-11-24,58
工程技术类,深圳市国立智能电力科技有限公司,2021-11-24,46
技术型销售,深圳市国立智能电力科技有限公司,2021-11-24,49
市场策划,深圳市国立智能电力科技有限公司,2021-11-24,51
教师岗,新余学院,2021-11-24,57
生产装配调试类,深圳市国立智能电力科技有限公司,2021-11-24,53
工艺/客服/质量/设备/设计工程师,江苏长电科技股份有限公司,2021-11-24,53
Power Management IC Design Engineer,联发科技（合肥）有限公司,2021-11-24,48
软件开发工程师（后端）,益佳医（西安）软件技术有限公司,2021-11-24,52
河南科技大学诚聘优秀人才,河南科技大学,2021-11-24,49
算法与数据科学方向,华控清交信息科技（北京）有限公司,2021-11-24,55
培训生,中信证券（山东）有限责任公司淄博柳泉路证券营业部,2021-11-23,69
重庆电力高等专科学校,重庆电力高等专科学校,2021-11-23,63
储备技术员,山西晋钢智造科技实业有限公司,2021-11-23,60
专利代理人助理,北京市创世宏景专利商标代理有限责任公司,2021-11-23,50
市场策划专员,安徽江汽物流有限公司,2021-11-23,53
专利流程专员兼行政助理,北京市创世宏景专利商标代理有限责任公司,2021-11-23,51
智慧物流工程师,安徽江汽物流有限公司,2021-11-23,52
供应链管理专员,安徽江汽物流有限公司,2021-11-23,50
运营管理专员,安徽江汽物流有限公司,2021-11-23,52
销售经理/大客户经理,上海轩田工业设备有限公司,2021-11-23,55
软件开发工程师,上海轩田工业设备有限公司,2021-11-23,53
软件开发工程师,上海轩田工业设备有限公司,2021-11-23,60
机械工程师,上海轩田工业设备有限公司,2021-11-23,58
管培生（市场营销方向）,鑫方盛控股集团有限公司,2021-11-23,46
管培生（商品采购方向）,鑫方盛控股集团有限公司,2021-11-23,47
电气工程师,上海轩田工业设备有限公司,2021-11-23,57
超潜管培生（证券研究方向）,锐方（上海）私募基金管理有限公司,2021-11-23,78
投资分析岗,宁波国君源泓投资管理有限公司,2021-11-23,57
投资经理,宁波国君源泓投资管理有限公司,2021-11-23,48
电子电路工程师,厦门乃尔电子有限公司,2021-11-23,42
算法工程师,深圳市国立智能电力科技有限公司,2021-11-23,44
储备干部,厦门乃尔电子有限公司,2021-11-23,43
电子电路工程师,厦门乃尔电子有限公司,2021-11-23,45
销售经理,厦门乃尔电子有限公司,2021-11-23,44
嵌入式硬件工程师,厦门乃尔电子有限公司,2021-11-23,42
Android开发工程师（MJ002632）,深圳市掌锐电子有限公司,2021-11-23,67
电子工程师,深圳市掌锐电子有限公司,2021-11-23,65
教师岗,洛阳职业技术学院,2021-11-23,42
FPGA开发工程师,厦门乃尔电子有限公司,2021-11-23,44
嵌入式软件工程师,厦门乃尔电子有限公司,2021-11-23,40
IC验证工程师,上海道生物联技术有限公司,2021-11-22,51
初级嵌入式工程师,上海道生物联技术有限公司,2021-11-22,51
FAE工程师,上海道生物联技术有限公司,2021-11-22,47
射频工程师,上海道生物联技术有限公司,2021-11-22,53
算法工程师,中科特思信息技术（深圳）有限公司,2021-11-22,55
GLOBAL YOUNG TALENTS,上海交通大学,2021-11-22,51
硬件工程师,中科特思信息技术（深圳）有限公司,2021-11-22,61
嵌入式工程师,中科特思信息技术（深圳）有限公司,2021-11-22,50
大数据开发工程师,河南校信通教育科技有限公司,2021-11-22,57
专任辅导员,承德石油高等专科学校,2021-11-22,87
JAVA开发工程师,河南校信通教育科技有限公司,2021-11-22,53
教育产品研发（文科：含语文、英语）,河南校信通教育科技有限公司,2021-11-22,54
嵌入式工程师,中科特思信息技术（深圳）有限公司,2021-11-22,48
Java开发工程师,上海广为电器集团有限公司,2021-11-22,74
客户端开发工程师,河南校信通教育科技有限公司,2021-11-22,50
网络安全工程师,河南校信通教育科技有限公司,2021-11-22,55
教育产品研发（理科：含数学、物理、化学）,河南校信通教育科技有限公司,2021-11-22,54
光学元器件研发工程师,湖南戴斯光电有限公司,2021-11-22,42
自动化设备研发工程师,湖南戴斯光电有限公司,2021-11-22,47
业务员,湖南戴斯光电有限公司,2021-11-22,43
开发工程师,北京中科泛华测控技术有限公司,2021-11-22,46
研发序列/营销序列/技术序列,烟台东方威思顿电气有限公司,2021-11-22,62
校内实习生,西安联易共享信息科技有限公司,2021-11-22,47
光学工程师,惠州市星聚宇光学有限公司,2021-11-22,49
项目工程师,惠州市星聚宇光学有限公司,2021-11-22,52
光学与工艺工程师,惠州市星聚宇光学有限公司,2021-11-22,49
新媒体文案,陕西巨量星图教育科技有限公司,2021-11-22,97
	短视频剪辑,陕西巨量星图教育科技有限公司,2021-11-22,97
新媒体运营,陕西巨量星图教育科技有限公司,2021-11-22,107
流量投手,陕西巨量星图教育科技有限公司,2021-11-22,120
课程顾问,陕西巨量星图教育科技有限公司,2021-11-22,103
销售工程师,上海道生物联技术有限公司,2021-11-22,41
研发工程师,上海心玮医疗科技股份有限公司,2021-11-21,38
电子工程师,上海心玮医疗科技股份有限公司,2021-11-21,40
硬件工程师,上海心玮医疗科技股份有限公司,2021-11-21,40
Linux系统开发工程师,上海心玮医疗科技股份有限公司,2021-11-21,37
软件工程师（图像）,上海心玮医疗科技股份有限公司,2021-11-21,39
注册工程师,上海心玮医疗科技股份有限公司,2021-11-21,37
质量工程师,上海心玮医疗科技股份有限公司,2021-11-21,39
生化测试工程师（化学）,上海心玮医疗科技股份有限公司,2021-11-21,36
生化测试工程师（微生物）,上海心玮医疗科技股份有限公司,2021-11-21,37
SQE工程师,上海心玮医疗科技股份有限公司,2021-11-21,37
工艺工程师,上海心玮医疗科技股份有限公司,2021-11-21,36
设备工程师,上海心玮医疗科技股份有限公司,2021-11-21,37
市场专员,上海心玮医疗科技股份有限公司,2021-11-21,35
FPGA工程师,上海心玮医疗科技股份有限公司,2021-11-21,60
工程管理岗,中建方圆华东城市开发建设有限公司,2021-11-21,54
信息化岗,中建方圆华东城市开发建设有限公司,2021-11-21,73
人力资源岗,中建方圆华东城市开发建设有限公司,2021-11-21,61
投融资管理岗,中建方圆华东城市开发建设有限公司,2021-11-21,52
行政管理岗,中建方圆华东城市开发建设有限公司,2021-11-21,53
香港科技大学工学院理学硕士环境工程学及管理(MSc EVEM)2022Fall宣讲会(线上),南京途善久文化传播有限公司,2021-11-21,104
香港科技大学工学院理学硕士土木基建工程及管理(MSc CIEM)2022Fall宣讲会(线上),南京途善久文化传播有限公司,2021-11-21,93
嵌入式开发工程师  (C/C++ ),深圳市掌锐电子有限公司,2021-11-20,122
研发工程师（程序/电气）,广东利元亨智能装备股份有限公司,2021-11-20,43
机械管培生,广东利元亨智能装备股份有限公司,2021-11-20,40
重庆文理学院面向海内外公开招聘二级学院院长公告,北京磐石活水信息科技有限公司,2021-11-20,47
研发工程师（嵌入式硬件）,广东利元亨智能装备股份有限公司,2021-11-20,42
研发工程师（嵌入式软件）,广东利元亨智能装备股份有限公司,2021-11-20,42
研发工程师（嵌入式驱动）,广东利元亨智能装备股份有限公司,2021-11-20,40
研发工程师（机器人方案）,广东利元亨智能装备股份有限公司,2021-11-20,40
程序管培生,广东利元亨智能装备股份有限公司,2021-11-20,39
电气管培生,广东利元亨智能装备股份有限公司,2021-11-20,41
激光管培生,广东利元亨智能装备股份有限公司,2021-11-20,42
视觉管培生,广东利元亨智能装备股份有限公司,2021-11-20,41
软件管培生,广东利元亨智能装备股份有限公司,2021-11-20,41
研发质量管培生,广东利元亨智能装备股份有限公司,2021-11-20,39
项目管培生,广东利元亨智能装备股份有限公司,2021-11-20,43
人力资源管培生,广东利元亨智能装备股份有限公司,2021-11-20,40
行政管培生,广东利元亨智能装备股份有限公司,2021-11-20,73
标准化工程师,广东利元亨智能装备股份有限公司,2021-11-20,38
产品管培生,广东利元亨智能装备股份有限公司,2021-11-20,41
大唐电信科技股份有限公司2022应届生招聘,大唐电信科技股份有限公司,2021-11-20,50
临床工程师,西安大医集团有限公司,2021-11-19,64
硬件开发工程师,北京蓝拓扑科技股份有限公司,2021-11-19,55
FPGA开发工程师,北京蓝拓扑科技股份有限公司,2021-11-19,61
嵌入式软件开发工程师,北京蓝拓扑科技股份有限公司,2021-11-19,55
香港科技大学工学院理学硕士（MSc）综合场线上招生宣讲会,南京途善久文化传播有限公司,2021-11-19,112
电气工程师,国家管网集团西部管道有限责任公司,2021-11-19,114
自动化工程师,国家管网集团西部管道有限责任公司,2021-11-19,110
马克思主义教学部,茅台学院,2021-11-19,57
酿酒工程自动化系,茅台学院,2021-11-19,68
酿酒工程系,茅台学院,2021-11-19,51
旅游管理系,茅台学院,2021-11-19,43
食品科学与工程,茅台学院,2021-11-19,47
工商管理系,茅台学院,2021-11-19,47
雷达信号处理工程师,中国船舶重工集团南京鹏力科技集团有限公司,2021-11-19,59
谱育科技2022年校园招聘-开发类岗位,杭州谱育科技发展有限公司,2021-11-19,47
电子电气工程师,西安大医集团有限公司,2021-11-19,88
Java软件工程师,中国船舶重工集团南京鹏力科技集团有限公司,2021-11-19,54
超潜管培生（证券研究方向）,锐方（上海）私募基金管理有限公司,2021-11-19,58
2022校园招聘-管培生,大悦城控股集团（浙江）有限公司,2021-11-19,100
算法工程师,西安大医集团有限公司,2021-11-19,57
销售工程师,西安大医集团有限公司,2021-11-19,57
人力资源专员,西安大医集团有限公司,2021-11-19,55
软件测试工程师,西安大医集团有限公司,2021-11-19,66
web前端工程师,西安大医集团有限公司,2021-11-19,55
工程师,国家超级计算深圳中心（深圳云计算中心）,2021-11-19,43
生物研发研究员／生物研发高级研究员,辉源生物科技（上海）有限公司,2021-11-19,104
销售经理,常州市创联电源科技股份有限公司,2021-11-19,102
博士后研究人员,深圳市自然资源和不动产评估发展研究中心（深圳市地质环境监测中心）,2021-11-19,49
算法工程师,弈芯科技（杭州）有限公司,2021-11-19,46
软件开发工程师,弈芯科技（杭州）有限公司,2021-11-19,41
软件测试工程师,弈芯科技（杭州）有限公司,2021-11-19,41
产品应用工程师,弈芯科技（杭州）有限公司,2021-11-19,55
实习生,深圳市自然资源和不动产评估发展研究中心（深圳市地质环境监测中心）,2021-11-19,38
大客户销售管培生（北京）,华控清交信息科技（北京）有限公司,2021-11-19,40
大客户销售管培生（上海）,华控清交信息科技（北京）有限公司,2021-11-19,39
售前解决方案管培生,华控清交信息科技（北京）有限公司,2021-11-19,42
售前解决方案管培生（上海）,华控清交信息科技（北京）有限公司,2021-11-19,58
浙江大学医学院附属第一医院2022年（第一批）招聘公告,浙江大学医学院附属第一医院（浙江省第一医院）,2021-11-19,47
研发技术类,福建和盛高科技产业有限公司,2021-11-18,100
研发工程师,盘星新型合金材料（常州）有限公司,2021-11-18,50
研发助理,盘星新型合金材料（常州）有限公司,2021-11-18,46
技术培训生,盘星新型合金材料（常州）有限公司,2021-11-18,48
销售工程师,盘星新型合金材料（常州）有限公司,2021-11-18,42
结构设计工程师,杭州神林电子有限公司,2021-11-18,38
研发工程师,彤程新材料集团股份有限公司,2021-11-18,45
高级研发工程师,彤程新材料集团股份有限公司,2021-11-18,41
助理研发工程师,彤程新材料集团股份有限公司,2021-11-18,40
高级材料工程师,彤程新材料集团股份有限公司,2021-11-18,43
分析测试工程师,彤程新材料集团股份有限公司,2021-11-18,42
硬件工程师,北京星际导控科技有限责任公司,2021-11-18,123
人工智能算法工程师,龙盈智达（北京）科技有限公司,2021-11-18,51
技术岗,山东电力设备有限公司,2021-11-18,58
技术岗或营销技术支持岗,山东电力设备有限公司,2021-11-18,52
数据挖掘与建模工程师,龙盈智达（北京）科技有限公司,2021-11-18,55
研发工程师,龙盈智达（北京）科技有限公司,2021-11-18,50
风控策略分析师,龙盈智达（北京）科技有限公司,2021-11-18,48
产品经理（金融方向）,龙盈智达（北京）科技有限公司,2021-11-18,84
电气设计,珠海许继电气有限公司,2021-11-18,75
硬件开发,珠海许继电气有限公司,2021-11-18,45
软件开发 （嵌入式方向）,珠海许继电气有限公司,2021-11-18,47
软件开发,珠海许继电气有限公司,2021-11-18,46
技术支持,珠海许继电气有限公司,2021-11-18,60
人工智能算法工程师,龙盈智达（北京）科技有限公司,2021-11-18,42
产品测试,珠海许继电气有限公司,2021-11-18,43
会计,珠海许继电气有限公司,2021-11-18,41
人力资源管理,珠海许继电气有限公司,2021-11-18,42
数据挖掘与建模工程师,龙盈智达（北京）科技有限公司,2021-11-18,39
研发工程师,龙盈智达（北京）科技有限公司,2021-11-18,44
风控策略分析师,龙盈智达（北京）科技有限公司,2021-11-18,42
产品经理（金融方向）,龙盈智达（北京）科技有限公司,2021-11-18,47
测试工程师,龙盈智达（北京）科技有限公司,2021-11-18,45
