招聘主题,用人单位,发布日期,浏览次数
IT 工程师 （服务器）,甬江实验室,2021-11-05,46
实验室管理员,甬江实验室,2021-11-05,56
【网易有道】Android开发工程师,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,116
【网易有道】iOS开发工程师,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,111
【网易有道】前端开发工程师,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,123
Junior Auditor 初级审计员,上海玛泽会计师事务所（普通合伙）,2021-11-05,37
【网易有道】JAVA开发工程师,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,94
【网易有道】C++开发工程师,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,110
【网易有道】测试开发工程师,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,98
【网易有道】语音算法工程师,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,91
【网易有道】NLP算法工程师,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,93
【网易有道】广告算法工程师,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,94
【网易有道】高中各科主讲教师（九科）,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,107
【网易有道】产品、市场、运营管培生,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,128
【网易有道】产品策划,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,106
仪电技术,国家石油天然气管网集团有限公司西气东输分公司,2021-11-04,118
自动化工程师,北京聚树核科技有限公司,2021-11-04,57
数字芯片设计工程师,上海朗立微集成电路有限公司,2021-11-04,125
人工智能算法工程师,龙盈智达（北京）科技有限公司,2021-11-04,45
鞍山师范学院,鞍山师范学院,2021-11-04,51
数据挖掘与建模工程师,龙盈智达（北京）科技有限公司,2021-11-04,42
研发工程师,龙盈智达（北京）科技有限公司,2021-11-04,42
数字芯片验证工程师,上海朗立微集成电路有限公司,2021-11-04,92
 风控策略分析师,龙盈智达（北京）科技有限公司,2021-11-04,45
Java开发工程师,麒麟合盛网络技术股份有限公司,2021-11-04,49
Java开发工程师,麒麟合盛网络技术股份有限公司,2021-11-04,49
前端开发工程师,麒麟合盛网络技术股份有限公司,2021-11-04,43
数字后端工程师,上海朗立微集成电路有限公司,2021-11-04,83
芯片封装及测试,上海朗立微集成电路有限公司,2021-11-04,84
产品经理（金融方向）,龙盈智达（北京）科技有限公司,2021-11-04,46
模拟电路设计工程师,上海朗立微集成电路有限公司,2021-11-04,85
2022届管培生,河南绿都物业服务有限公司,2021-11-04,75
模拟电路后端工程师,上海朗立微集成电路有限公司,2021-11-04,70
测试工程师,龙盈智达（北京）科技有限公司,2021-11-04,46
软件开发工程,上海朗立微集成电路有限公司,2021-11-04,65
FPGA测试工程师,上海朗立微集成电路有限公司,2021-11-04,65
管培生,龙盈智达（北京）科技有限公司,2021-11-04,61
射频开发工程师,上海朗立微集成电路有限公司,2021-11-04,71
基带算法工程师,上海朗立微集成电路有限公司,2021-11-04,63
教师,洛阳职业技术学院,2021-11-04,63
中国联通四川省分公司2021年（2022届）  秋季校园招聘公告,中国联合网络通信有限公司四川省分公司,2021-11-04,58
嵌入式工程师,东莞市振华新能源科技有限公司,2021-11-04,48
硬件工程师,东莞市振华新能源科技有限公司,2021-11-04,45
模拟IC设计工程师（电源方向）,百星微电子科技（上海）有限公司,2021-11-04,47
自动驾驶仿真应用工程师,浙江天行健智能科技有限公司,2021-11-04,43
自动驾驶场景库构建工程师,浙江天行健智能科技有限公司,2021-11-04,39
模拟IC设计工程师（信号链方向）,百星微电子科技（上海）有限公司,2021-11-04,40
数字IC设计工程师,百星微电子科技（上海）有限公司,2021-11-04,40
现场应用工程师（FAE）,百星微电子科技（上海）有限公司,2021-11-04,42
新能源设计师,中国能源建设集团广西电力设计研究院有限公司,2021-11-04,66
硕博岗,中铁十一局集团有限公司,2021-11-04,43
研发工程师,西安高新技术企业协会,2021-11-04,72
专利工程师（通信电学机械自动化等领域）,北京龙双利达知识产权代理有限公司西安分公司,2021-11-04,49
专利工程师（通信电学机械自动化等领域）,北京龙双利达知识产权代理有限公司西安分公司,2021-11-04,59
专利工程师（通信电学机械自动化等领域）,北京龙双利达知识产权代理有限公司西安分公司,2021-11-04,44
总体设计工程师,扬州宇安电子科技有限公司,2021-11-04,97
实施工程师,扬州宇安电子科技有限公司,2021-11-04,101
算法工程师,扬州宇安电子科技有限公司,2021-11-04,102
FPGA逻辑开发工程师,扬州宇安电子科技有限公司,2021-11-04,99
嵌入式工程师,扬州宇安电子科技有限公司,2021-11-04,92
研发助理,西安高新技术企业协会,2021-11-04,74
OTC推广经理,西安高新技术企业协会,2021-11-04,66
财务风控岗,锐方（上海）私募基金管理有限公司,2021-11-04,55
主播,西安高新技术企业协会,2021-11-04,71
软件工程师,扬州宇安电子科技有限公司,2021-11-04,112
结构工程师,扬州宇安电子科技有限公司,2021-11-04,91
测试工程师,扬州宇安电子科技有限公司,2021-11-04,92
12月3日博士视频“云”招聘火热开启，期待您的到来！,学术桥（北京）教育科技有限公司,2021-11-04,125
运营,西安高新技术企业协会,2021-11-04,69
新媒体推广,西安高新技术企业协会,2021-11-04,63
临床协调员,西安高新技术企业协会,2021-11-04,56
纯化技术员,西安高新技术企业协会,2021-11-04,65
DFT设计工程师,建瓴半导体（广州）有限责任公司,2021-11-04,98
软件开发工程师,中国联合网络通信有限公司东莞市分公司,2021-11-03,51
数字中台运营经理,中国联合网络通信有限公司东莞市分公司,2021-11-03,46
项目经理,中国联合网络通信有限公司东莞市分公司,2021-11-03,47
行业客户经理,中国联合网络通信有限公司东莞市分公司,2021-11-03,44
工业互联网解决方案工程师,中国联合网络通信有限公司东莞市分公司,2021-11-03,56
系统集成架构师,中国联合网络通信有限公司东莞市分公司,2021-11-03,40
网络规划和优化工程师,中国联合网络通信有限公司东莞市分公司,2021-11-03,51
动力配套维护工程师,中国联合网络通信有限公司东莞市分公司,2021-11-03,45
智家客户经理,中国联合网络通信有限公司东莞市分公司,2021-11-03,48
GIS开发工程师,西安航天宏图信息技术有限公司,2021-11-03,97
工程技术人员,陕西煤业化工技术研究院有限责任公司,2021-11-03,108
研发技术岗,西安高新技术企业协会,2021-11-03,71
工艺技术岗,西安高新技术企业协会,2021-11-03,73
销售技术岗,西安高新技术企业协会,2021-11-03,127
机电技术岗,西安高新技术企业协会,2021-11-03,55
企业专员,西安高新技术企业协会,2021-11-03,55
行政专员,西安高新技术企业协会,2021-11-03,54
人事专员,西安高新技术企业协会,2021-11-03,48
JAVA开发工程师,西安航天宏图信息技术有限公司,2021-11-03,100
制造中心后备干部,西安高新技术企业协会,2021-11-03,50
管培生,加多宝（天津）饮料有限公司,2021-11-03,39
算法工程师,西安航天宏图信息技术有限公司,2021-11-03,95
游戏策划（关卡/系统/数值）,浙江无端科技股份有限公司,2021-11-03,55
软件研发,四川九洲空管科技有限责任公司,2021-11-03,122
逻辑研发,四川九洲空管科技有限责任公司,2021-11-03,124
广州珠江职业技术学院2021年人才招聘,广州珠江职业技术学院,2021-11-03,41
研发工程师/助理,西安高新技术企业协会,2021-11-03,51
算法工程师,金航数码科技有限责任公司,2021-11-03,46
软件开发工程师,金航数码科技有限责任公司,2021-11-03,40
技术工程师,西安高新技术企业协会,2021-11-03,53
销售经理,西安高新技术企业协会,2021-11-03,45
销售经理,西安高新技术企业协会,2021-11-03,50
技术开发工程师、产品、客户、项目经理,上海甄云信息科技有限公司,2021-11-03,55
北京未尔锐创科技有限公司2022届校园招聘,成都未尔科技有限公司,2021-11-03,40
研发总监,工信领军（北京）科技有限公司,2021-11-03,33
 应急管理部上海消防研究所  2022年招聘简章,应急管理部上海消防研究所,2021-11-03,50
Software Development Engineer,北京领创智信科技有限公司,2021-11-03,39
Web前端工程师,北京领创智信科技有限公司,2021-11-03,37
项目交付技术经理,中国联合网络通信有限公司东莞市分公司,2021-11-03,45
解决方案经理,中国联合网络通信有限公司东莞市分公司,2021-11-03,58
Python开发工程师,北京领创智信科技有限公司,2021-11-03,46
大数据研发工程师,北京领创智信科技有限公司,2021-11-03,38
统计程序师I(可实习）,北京康特瑞科统计科技有限责任公司,2021-11-03,109
数据挖掘工程师,中国联合网络通信有限公司东莞市分公司,2021-11-03,39
产品经理,中国联合网络通信有限公司东莞市分公司,2021-11-03,41
汽车工程学院专任教师,杭州科技职业技术学院,2021-11-03,36
格力电器2022格锐先锋计划招聘,珠海格力电器股份有限公司,2021-11-03,53
生物统计师I(可实习）,北京康特瑞科统计科技有限责任公司,2021-11-03,111
助理数据管理员（可实习）,北京康特瑞科统计科技有限责任公司,2021-11-03,113
数据建库师I,北京康特瑞科统计科技有限责任公司,2021-11-03,112
后端开发工程师,杭州硕磐智能科技有限公司,2021-11-03,40
前端开发工程师,杭州硕磐智能科技有限公司,2021-11-03,34
AI算法工程师-研究院,杭州硕磐智能科技有限公司,2021-11-03,43
大数据研发工程师,杭州硕磐智能科技有限公司,2021-11-03,38
分布式数据平台开发工程师,杭州硕磐智能科技有限公司,2021-11-03,58
后端研发工程师,北京领创智信科技有限公司,2021-11-03,43
机器学习/数据挖掘/自然语言处理工程师,杭州硕磐智能科技有限公司,2021-11-03,42
汇萃智能2022校园招聘,杭州汇萃智能科技有限公司,2021-11-02,54
软件测试工程师,音墙网络科技（上海）有限公司,2021-11-02,41
web开发工程师,音墙网络科技（上海）有限公司,2021-11-02,44
后端软件开发工程师,音墙网络科技（上海）有限公司,2021-11-02,41
电气工程师,北京智束科技有限公司,2021-11-02,46
关卡设计,北京云畅游戏科技股份有限公司,2021-11-02,42
游戏策划,北京云畅游戏科技股份有限公司,2021-11-02,46
3D特效,北京云畅游戏科技股份有限公司,2021-11-02,39
服务端开发工程师,北京云畅游戏科技股份有限公司,2021-11-02,46
客户端开发工程师,北京云畅游戏科技股份有限公司,2021-11-02,40
数据分析师,途家网网络技术（北京）有限公司,2021-11-02,48
产品经理,途家网网络技术（北京）有限公司,2021-11-02,51
前端开发工程师,途家网网络技术（北京）有限公司,2021-11-02,45
数据开发工程师,途家网网络技术（北京）有限公司,2021-11-02,45
Java开发工程师,途家网网络技术（北京）有限公司,2021-11-02,40
项目管理（通信方向）,润建股份有限公司,2021-11-02,45
投标管培生,润建股份有限公司,2021-11-02,47
Java开发工程师,北京数码视讯技术有限公司,2021-11-02,69
质量工程师,广州市昊志机电股份有限公司,2021-11-02,118
销售工程师,广州市昊志机电股份有限公司,2021-11-02,118
电机设计工程师,广州市昊志机电股份有限公司,2021-11-02,112
软件工程师,北京数码视讯技术有限公司,2021-11-02,40
2022届应届毕业生,华天科技（西安）有限公司,2021-11-02,63
嵌入式软件工程师,北京数码视讯技术有限公司,2021-11-02,49
商务营销岗,北京数码视讯技术有限公司,2021-11-02,43
运维工程师,北京数码视讯技术有限公司,2021-11-02,41
人力管培生,润建股份有限公司,2021-11-02,42
音视频开发工程师,北京方位通讯设备有限公司,2021-11-02,51
测试工程师,北京方位通讯设备有限公司,2021-11-02,47
【事业编教师，非师范类亦可】2022年吴江区选聘优秀毕业生公告,苏州市吴江区教育局,2021-11-02,53
嵌入式开发工程师,北京方位通讯设备有限公司,2021-11-02,51
财务管培生,润建股份有限公司,2021-11-02,44
证券管培生,润建股份有限公司,2021-11-02,45
综合管培生,润建股份有限公司,2021-11-02,43
C语言开发工程师,北京方位通讯设备有限公司,2021-11-02,56
Android软件开发工程师,北京方位通讯设备有限公司,2021-11-02,50
Linux c/c++开发工程师,北京方位通讯设备有限公司,2021-11-02,69
初级产品工程师,北京方位通讯设备有限公司,2021-11-02,71
技术支持工程师,北京方位通讯设备有限公司,2021-11-02,54
开发管培生,润建股份有限公司,2021-11-02,45
产品管培生,润建股份有限公司,2021-11-02,48
工艺工程师,北京智束科技有限公司,2021-11-02,63
3D模型,北京云畅游戏科技股份有限公司,2021-11-02,39
3D动作,北京云畅游戏科技股份有限公司,2021-11-02,47
通信测试工程师,润建股份有限公司,2021-11-02,51
硬件工程师,润建股份有限公司,2021-11-02,45
市场拓展,润建股份有限公司,2021-11-02,55
模拟设计工程师,美芯晟科技（北京）有限公司,2021-11-02,58
3D场景,北京云畅游戏科技股份有限公司,2021-11-02,42
商务管理,润建股份有限公司,2021-11-02,46
模拟设计工程师,美芯晟科技（北京）有限公司,2021-11-02,58
售前管培生,润建股份有限公司,2021-11-02,40
项目管理（政企方向）,润建股份有限公司,2021-11-02,43
研发工程师,北京智束科技有限公司,2021-11-02,72
项目管理（IDC方向）,润建股份有限公司,2021-11-02,44
数字芯片设计工程师,美芯晟科技（北京）有限公司,2021-11-02,56
项目管理（新能源方向）,润建股份有限公司,2021-11-02,42
数字芯片设计工程师,美芯晟科技（北京）有限公司,2021-11-02,49
嵌入式软件开发工程师,音墙网络科技（上海）有限公司,2021-11-02,43
振动分析诊断师,航天智控（北京）监测技术有限公司,2021-11-02,59
算法开发工程师,途家网网络技术（北京）有限公司,2021-11-02,43
客户端软件开发工程师,音墙网络科技（上海）有限公司,2021-11-02,48
测试开发工程师,音墙网络科技（上海）有限公司,2021-11-02,46
技术支持工程师,航天智控（北京）监测技术有限公司,2021-11-02,54
北京未尔锐创科技有限公司2022届校园招聘,北京未尔锐创科技有限公司,2021-11-02,65
Project Planner（2022）,广东德昌电机有限公司,2021-11-01,45
软件开发工程师（2022届）,广东德昌电机有限公司,2021-11-01,50
硬件开发工程师（2022届）,广东德昌电机有限公司,2021-11-01,50
试剂研发工程师,南京国科医工科技发展有限公司,2021-11-01,88
光学工程师,南京国科医工科技发展有限公司,2021-11-01,93
软件研发工程师,南京国科医工科技发展有限公司,2021-11-01,91
电子技术研发工程师,南京国科医工科技发展有限公司,2021-11-01,89
结构设计工程师,南京国科医工科技发展有限公司,2021-11-01,86
软件研发岗,南京国科医工科技发展有限公司,2021-11-01,57
操作工,西安高新技术企业协会,2021-11-01,54
检验员,西安高新技术企业协会,2021-11-01,52
设备维修,西安高新技术企业协会,2021-11-01,48
未来领袖,川开电气有限公司,2021-11-01,58
开源证券机构业务团队,开源证券股份有限公司,2021-11-01,66
电气设计工程师,川开电气有限公司,2021-11-01,143
结构设计工程师,川开电气有限公司,2021-11-01,40
报价/方案工程师,川开电气有限公司,2021-11-01,39
嵌入式软件/前端/后端开发工程师,川开电气有限公司,2021-11-01,42
工业工程师,川开电气有限公司,2021-11-01,42
系统运维工程师,川开电气有限公司,2021-11-01,41
营销经理,川开电气有限公司,2021-11-01,48
市场支持/拓展工程师,川开电气有限公司,2021-11-01,41
HRBP,川开电气有限公司,2021-11-01,42
项目经理,川开电气有限公司,2021-11-01,42
质量工程师,川开电气有限公司,2021-11-01,40
成本管理专员,川开电气有限公司,2021-11-01,51
商务采购专员,川开电气有限公司,2021-11-01,40
商务关系专员,川开电气有限公司,2021-11-01,40
高级文秘,川开电气有限公司,2021-11-01,41
工程项目经理/造价员,川开电气有限公司,2021-11-01,35
科研人员,中国计量大学,2021-11-01,46
研发序列/营销序列/技术序列,烟台东方威思顿电气有限公司,2021-11-01,66
研发工程师,西安高新技术企业协会,2021-11-01,79
工艺工程师,西安高新技术企业协会,2021-11-01,68
SQE,西安高新技术企业协会,2021-11-01,85
企业管理,西安高新技术企业协会,2021-11-01,51
市场外销,西安高新技术企业协会,2021-11-01,52
市场内勤,西安高新技术企业协会,2021-11-01,58
操作工,西安高新技术企业协会,2021-11-01,49
哈尔滨理工大学2021年引进人才公告  根据《黑龙江省事业单位公开招聘人员暂行办法》（黑办发〔2006〕32号）、《黑龙江省省直事业单位公开招聘工作人员实施细则,哈尔滨理工大学,2021-11-01,37
工艺员、技术员、智能化改造工程师、营销储备人才,浙江盛达铁塔有限公司,2021-11-01,45
焊接工艺员、技术员、焊接工程师,浙江盛达铁塔有限公司,2021-11-01,44
电子工程师/技术员,南京国科医工科技发展有限公司,2021-11-01,64
机械结构工程师,南京国科医工科技发展有限公司,2021-11-01,57
"加入我们,共建中国民族品牌 水羊股份2022届校园招聘“远洋计划”",水羊集团股份有限公司,2021-11-01,47
小学老师,西咸新区黄冈泾河学校,2021-11-01,56
初中老师,西咸新区黄冈泾河学校,2021-11-01,56
高中老师,西咸新区黄冈泾河学校,2021-11-01,55
模拟芯片设计工程师,上海联影微电子科技有限公司,2021-11-01,45
机械工程师（2022届）,广东德昌电机有限公司,2021-11-01,55
数字电路验证工程师,上海联影微电子科技有限公司,2021-11-01,43
LinuxC软件工程师,北京数码视讯技术有限公司,2021-11-01,36
高级软件工程师,北京数码视讯技术有限公司,2021-11-01,52
【佳能医疗】软件开发工程师,佳能医疗系统（中国）有限公司,2021-11-01,53
【佳能医疗】图像算法研究员,佳能医疗系统（中国）有限公司,2021-11-01,82
芯片后端设计工程师 ASIC physical design engineer,建瓴半导体（广州）有限责任公司,2021-11-01,112
芯片设计工程师,建瓴半导体（广州）有限责任公司,2021-11-01,111
芯片验证工程师,建瓴半导体（广州）有限责任公司,2021-11-01,103
交换机芯片SDK软件工程师,建瓴半导体（广州）有限责任公司,2021-11-01,107
 香港科技大学22fall数据建模硕士学位项目线下招生宣讲会,南京途善久文化传播有限公司,2021-10-31,80
销售代表,深圳市科曼医疗设备有限公司,2021-10-31,62
交易员,西安天勤汇理私募基金管理有限公司,2021-10-30,64
智能传感算法工程师,杭州归领医疗器械有限公司,2021-10-29,50
软件工程师（C++）,杭州归领医疗器械有限公司,2021-10-29,57
硬件工程师,杭州归领医疗器械有限公司,2021-10-29,46
Web前端工程师,广东挑战家控股有限公司,2021-10-29,42
机械结构工程师,杭州归领医疗器械有限公司,2021-10-29,50
JAVA 高级开发工程师,广东挑战家控股有限公司,2021-10-29,40
仿真工程师（北京）,北京华航唯实机器人科技股份有限公司,2021-10-29,50
电气设计工程师（北京/浙江嘉善）,北京华航唯实机器人科技股份有限公司,2021-10-29,41
机械设计工程师（北京）,北京华航唯实机器人科技股份有限公司,2021-10-29,53
虚拟现实工程师（北京）,北京华航唯实机器人科技股份有限公司,2021-10-29,43
算法工程师 （北京）,北京华航唯实机器人科技股份有限公司,2021-10-29,68
C++开发工程师 （北京）,北京华航唯实机器人科技股份有限公司,2021-10-29,55
材料工程师,杭州归领医疗器械有限公司,2021-10-29,51
试验工程师,南京越博动力系统股份有限公司,2021-10-29,46
器件设计工程师,芯盟科技有限公司,2021-10-29,49
DRAM Designer,芯盟科技有限公司,2021-10-29,44
模拟电路 IC 设计工程师,芯盟科技有限公司,2021-10-29,45
FinTech管理培训生,兴业银行股份有限公司长沙分行,2021-10-29,69
管理培训生,兴业银行股份有限公司长沙分行,2021-10-29,56
市场营销类,兴业银行股份有限公司长沙分行,2021-10-29,52
运营支持类,兴业银行股份有限公司长沙分行,2021-10-29,77
运营,浙江小虫科技有限公司,2021-10-29,47
教学开发工程师 （上海/嘉善）,北京华航唯实机器人科技股份有限公司,2021-10-29,52
服务支持,浙江小虫科技有限公司,2021-10-29,43
商务BD,浙江小虫科技有限公司,2021-10-29,43
工业机器人培训工程师（机器人/电气方向）,北京华航唯实机器人科技股份有限公司,2021-10-29,55
企业信息化类,天津能源投资集团有限公司,2021-10-28,59
web前端开发,北京中指讯博数据信息技术有限公司,2021-10-28,46
管培生（鸭鸭羽绒服）,鸭鸭电子商务（杭州）有限公司,2021-10-28,66
舞台灯光设计师、舞台机械设计师,中广电广播电影电视设计研究院,2021-10-28,35
CoE 开发工程师 - SAP Women’s Tech Academy Program,思爱普（中国）有限公司,2021-10-28,57
技术岗,四川航天川南火工技术有限公司,2021-10-28,39
信息技术岗,四川航天川南火工技术有限公司,2021-10-28,38
研发工程师,天津凯发电气股份有限公司,2021-10-27,43
技术工程师,天津凯发电气股份有限公司,2021-10-27,48
软件工程师,天津凯发电气股份有限公司,2021-10-27,50
软件开发,通富微电子股份有限公司,2021-10-27,42
动力工程技术,通富微电子股份有限公司,2021-10-27,41
研发工程师,深圳市速联技术有限公司,2021-10-27,42
Java开发工程师,北京中指讯博数据信息技术有限公司,2021-10-27,42
数据分析师,北京中指讯博数据信息技术有限公司,2021-10-27,42
模拟IC实习生,深圳市勃望初芯半导体科技有限公司,2021-10-27,53
研发工程师,福建慧芯激光科技有限公司,2021-10-27,55
微波系统工程师,深圳市速联技术有限公司,2021-10-27,36
领航家（营销管培生）,上海链家房地产经纪有限公司,2021-10-27,94
微结构工程师,深圳市速联技术有限公司,2021-10-27,38
材料工程师,深圳市速联技术有限公司,2021-10-27,49
技术研发,通富微电子股份有限公司,2021-10-27,44
封装技术开发,通富微电子股份有限公司,2021-10-27,48
理财规划师,中信建投证券股份有限公司西安科技路证券营业部,2021-10-27,51
新产品开发,通富微电子股份有限公司,2021-10-27,41
制程工程师,通富微电子股份有限公司,2021-10-27,48
设备工程师,通富微电子股份有限公司,2021-10-27,43
财务、管理类,通富微电子股份有限公司,2021-10-27,37
IT开发工程师,中国电信股份有限公司深圳分公司,2021-10-27,44
IT应用工程师,中国电信股份有限公司深圳分公司,2021-10-27,35
云网运营工程师,中国电信股份有限公司深圳分公司,2021-10-27,37
解决方案经理,中国电信股份有限公司深圳分公司,2021-10-27,39
无线网络优化维护工程师,中国电信股份有限公司深圳分公司,2021-10-27,37
教师,湖北文理学院,2021-10-27,50
技术管培生,银都餐饮设备股份有限公司,2021-10-26,49
封装工艺工程师,北京中科新微特科技开发股份有限公司,2021-10-26,43
技术研发工程师,成都科优信测科技有限公司,2021-10-26,45
产品工程师,成都科优信测科技有限公司,2021-10-26,64
电气设计工程师,西安特变电工电力设计有限责任公司,2021-10-26,45
北京未尔科技2022届校园招聘,北京未尔锐创科技有限公司,2021-10-26,59
ATE测试工程师,新相微电子（西安）有限公司,2021-10-26,67
销售工程师,成都道克科技有限公司,2021-10-26,40
雷达总体设计师,北京华航无线电测量研究所,2021-10-26,48
信号处理工程师,北京华航无线电测量研究所,2021-10-26,50
FPGA软件工程师,北京华航无线电测量研究所,2021-10-26,52
电路设计工程师,北京华航无线电测量研究所,2021-10-26,46
嵌入式软件工程师,北京华航无线电测量研究所,2021-10-26,47
航天工程师（雷达方向）,北京华航无线电测量研究所,2021-10-26,52
检测工程师,英华检测（上海）有限公司,2021-10-26,41
销售工程师,英华检测（上海）有限公司,2021-10-26,36
技术支持工程师,英华检测（上海）有限公司,2021-10-26,44
嵌入式开发,深圳市悦保科技有限公司,2021-10-26,36
人工智能,深圳市悦保科技有限公司,2021-10-26,38
技术管培生,浙江升华云峰新材股份有限公司,2021-10-26,58
三电研发工程师,重庆金康动力新能源有限公司,2021-10-26,57
财富管理类,粤开证券股份有限公司,2021-10-26,48
研发工程师,西安昆仑工业（集团）有限责任公司,2021-10-26,45
MCU销售工程师,深圳市赛元微电子有限公司,2021-10-25,40
技术支持工程师,深圳市赛元微电子有限公司,2021-10-25,42
应用工程师,深圳市赛元微电子有限公司,2021-10-25,42
IC模拟电路设计工程师,深圳市赛元微电子有限公司,2021-10-25,47
IC数字电路设计工程师,深圳市赛元微电子有限公司,2021-10-25,43
半导体测试工程师,山西国科半导体光电研究院有限公司,2021-10-25,52
工艺研发工程师,山西国科半导体光电研究院有限公司,2021-10-25,45
技术储备干部,东莞市竞沃电子科技有限公司,2021-10-25,51
售前解决方案管培生,华控清交信息科技（北京）有限公司,2021-10-25,53
售前解决方案管培生,华控清交信息科技（北京）有限公司,2021-10-25,44
大客户销售管培生,华控清交信息科技（北京）有限公司,2021-10-25,41
大客户销售管培生,华控清交信息科技（北京）有限公司,2021-10-25,51
软件架构师,成都西南信息控制研究院有限公司,2021-10-25,44
软件研发设计师,成都西南信息控制研究院有限公司,2021-10-25,43
通信组网设计师,成都西南信息控制研究院有限公司,2021-10-25,42
人力资源部管理培训生,咸阳隆基乐叶光伏科技有限公司,2021-10-25,106
仓储物流管理培训生,咸阳隆基乐叶光伏科技有限公司,2021-10-25,95
茂业集团2022届管培生(全国),深圳茂业商厦有限公司,2021-10-25,42
计划物控部管理培训生,咸阳隆基乐叶光伏科技有限公司,2021-10-25,98
华夏幸福基业股份有限公司2022级“产动力”产业招商培训生校园招聘,华夏幸福基业股份有限公司,2021-10-25,48
教学科研及其他岗位,中北大学,2021-10-25,41
总裁办行政助理EA（初级）,武汉佰钧成技术有限责任公司,2021-10-25,40
触屏固件工程师（驱动工程师）,武汉佰钧成技术有限责任公司,2021-10-25,41
大学教师,西京学院,2021-10-25,61
交互设计师,深圳奥哲网络科技有限公司,2021-10-25,68
驱动工程师,武汉佰钧成技术有限责任公司,2021-10-25,38
运维工程师,深圳奥哲网络科技有限公司,2021-10-25,70
PPTC产品开发工程师,东莞市竞沃电子科技有限公司,2021-10-25,50
器件研发工程师,东莞市竞沃电子科技有限公司,2021-10-25,50
（三）工程师岗位C（助理工程师/工程师／高级工程师 若干）,泉州装备制造研究所,2021-10-25,44
（二）工程师岗位2（工程师／高级工程师 若干）,泉州装备制造研究所,2021-10-25,44
（四）工程师岗位4（助理工程师/工程师 若干）,泉州装备制造研究所,2021-10-25,47
产品测试岗、架构设计岗、人才培养及发展岗、大数据分析岗、程序开发岗,启明信息技术股份有限公司,2021-10-25,38
微创®医疗机器人2022校园招聘正式启动！,上海微创医疗机器人（集团）股份有限公司,2021-10-25,42
高中全职教师,西安工业经济职业学校,2021-10-23,83
多岗位招聘：业务拓展类、技术研发类、财务审计类、行政职能类	,物产中大集团股份有限公司,2021-10-23,49
材料及产品开发总监,东莞市竞沃电子科技有限公司,2021-10-22,57
品质工程师,东莞市竞沃电子科技有限公司,2021-10-22,54
制程工程师,东莞市竞沃电子科技有限公司,2021-10-22,64
应用工程师FAE,东莞市竞沃电子科技有限公司,2021-10-22,54
设备维护工程师,东莞市竞沃电子科技有限公司,2021-10-22,53
储备PMC主管,东莞市竞沃电子科技有限公司,2021-10-22,55
销售工程师,东莞市竞沃电子科技有限公司,2021-10-22,59
海外销售工程师,东莞市竞沃电子科技有限公司,2021-10-22,43
光刻研发工程师,浙江珏芯微电子有限公司,2021-10-22,55
光学设计研发工程师,浙江珏芯微电子有限公司,2021-10-22,71
FPGA研发工程师,浙江珏芯微电子有限公司,2021-10-22,52
硬件研发工程师,浙江珏芯微电子有限公司,2021-10-22,65
厂务特气工程师,浙江珏芯微电子有限公司,2021-10-22,57
技术支持工程师,浙江珏芯微电子有限公司,2021-10-22,68
助理研发工程师,浙江珏芯微电子有限公司,2021-10-22,46
C++工程师,英诺达（成都）电子科技有限公司,2021-10-22,41
数字后端助理工程师,英诺达（成都）电子科技有限公司,2021-10-22,46
EMU工程师,英诺达（成都）电子科技有限公司,2021-10-22,40
广州金融控股集团博士后,广州金融控股集团有限公司,2021-10-22,40
人事专员,上海网达软件股份有限公司,2021-10-22,67
销售经理,上海网达软件股份有限公司,2021-10-22,60
产品经理,上海网达软件股份有限公司,2021-10-22,68
前端开发,上海网达软件股份有限公司,2021-10-22,70
ios开发工程师,上海网达软件股份有限公司,2021-10-22,57
Android开发A工程师,上海网达软件股份有限公司,2021-10-22,57
软件研发岗,西安未尔锐创信息科技有限公司,2021-10-22,39
前后端开发或管理储备生或测试,上海科箭软件科技有限公司,2021-10-22,43
设施工程师,江苏华恒新能源有限公司,2021-10-21,275
软件测试工程师,北京米波通信技术有限公司西安分公司,2021-10-21,84
功能测试工程师,北京米波通信技术有限公司西安分公司,2021-10-21,65
管理培训生,玫德集团有限公司,2021-10-21,119
研发工程师,上海东湖机械厂,2021-10-21,51
助理实施顾问,上海埃林哲软件系统股份有限公司,2021-10-21,56
助理技术顾问,上海埃林哲软件系统股份有限公司,2021-10-21,52
助理销售,上海埃林哲软件系统股份有限公司,2021-10-21,55
助理产品经理,上海埃林哲软件系统股份有限公司,2021-10-21,55
助理架构师,上海埃林哲软件系统股份有限公司,2021-10-21,56
前端开发工程师,上海埃林哲软件系统股份有限公司,2021-10-21,55
Java后端开发工程师,上海埃林哲软件系统股份有限公司,2021-10-21,62
