招聘主题,用人单位,发布日期,浏览次数
Android系统开发工程师/ Android驱动开发工程师/ Android应用开发工程师/ 嵌入式开发工程师/ 结构开发工程师/ 硬件开发工程师/ JAVA开发工程师/ 工具开发工程师/ 项目管理工程师/ 认证工程师/ 硬件测试工程师/ 软件测试工程师/ 产品工程师/ 销售工程师/ 售前技术支持工程师/ 售后技术支持工程师/ 海外技术支持工程师/ 海外商务专员/ 市场专员/ 商务专员/ 客服专员/ 人力资源专员/ 项目申报专员/ 财务专员/ 采购工程师/ 物料计划工程师(PMC)/ 品质工程师/ 工程技术工程师/ 资材管理工程师/ 生产管理工程师,深圳市优博讯科技股份有限公司,2021-10-19,0
JAVA开发工程师,广州汇智通信技术有限公司,2021-10-19,0
硬件研发/软件研发/算法/光电设计/信息系统开发/测试岗/销售岗/职能岗,华东电子测量仪器研究所（中国电子科技集团公司第41研究所）,2021-10-19,0
创新产品支撑经理/软件开发工程师/数据挖掘工程师/无线网络优化工程师/云网工程师/通信电源专业工程师/财务岗/法律岗/人力资源岗等,中国联通网络通信有限公司山东省分公司,2021-10-19,0
研发工程师 /助理研发工程师 /工艺工程师/ EHS工程师 /质量工程师 /检测分析工程师 /设备工程师/ 电气/电仪工程师 国内销售代表 国际业务代表 国际客服专员 /采购工程师 /土建工程师/ 财务管理 /法务专员/ 证券事务专员等,广州天赐高新材料股份有限公司,2021-10-19,0
研发工程师,慧荣科技(深圳）有限公司,2021-10-19,0
业务分析师/业务经理,中国国际金融股份有限公司,2021-10-19,0
运营管培生/数字营销管培生/财务管培生/HRBP管培生/技术创新中心管培生等,上海宝尊电子商务有限公司,2021-10-19,0
客户经理/投资经理/产品经理/信贷管理/风险管控/发放审查等/综合柜员,泸州银行股份有限公司,2021-10-19,0
密码与网络安全工程师/安全分析工程师,鼎铉商用密码测评技术（深圳）有限公司,2021-10-19,0
专利审查员,国家知识产权局专利局,2021-10-19,0
财务/人力资源管培生/信息化专员/风控专员/QA工程师/生产测试工程师,北京数码视讯科技股份有限公司,2021-10-19,0
信号完整性工程师,思科系统(中国)研发有限公司,2021-10-19,0
软件算法/机械设计/电子系统等的研发岗位,采埃孚亚太集团有限公司,2021-10-19,0
土地业务方向/金融投资方向/工程管理方向/法律事务方向/数据信息方向/财务审计方向/商务贸易类/研发类,山东省土地发展集团有限公司,2021-10-19,0
计算机类/工商管理/公共管理等,中国南方电网有限责任公司,2021-10-19,0
机械管理岗 /生产及工艺管理（化工）岗 /生产及工艺管理（轻工）岗/ 财务管理岗 /系统需求管理岗/营销管理岗/供应链管理岗,华劲集团股份有限公司,2021-10-19,0
中小学教师,成都市郫都区天立学校,2021-10-19,0
城乡规划/建筑/土木/经济管理/水利/风景园林/交通/新能源/计算机/法学,中国电建集团城市规划设计研究院有限公司,2021-10-18,0
在编初中教师,上海外国语大学三亚附属中学,2021-10-18,0
生产工艺工程师/设备技术工程师/产品研发工程师,宝山钢铁股份有限公司,2021-10-18,0
管理培训生岗位\金融科技类岗位\综合柜员岗位,重庆银行股份有限公司,2021-10-18,0
算法类/工程技术类,上海西井信息科技有限公司,2021-10-18,0
大数据实习生/Java开发实习生/产品运营实习生,四川省成都市天策商标专利事务所（有限合伙）,2021-10-18,0
管理类 /文旅工程类/ 经济金融类 /文史类 /新闻传播类 /数字IT类 /其它类,陕西文化产业投资控股（集团）有限公司,2021-10-18,0
管理培训生/信息科技类/会计运营类,华夏银行股份有限公司武汉分行,2021-10-18,0
药物合成研究员/有机合成助理研究员/药物分析助理研究员/有机合成实验员,绵阳万迪诺医药科技有限公司,2021-10-18,0
材料加工工程 /材料类 /力学类/ 动力工程及工程热物理 /机械类/ 电气类/ 自动化类等,鞍钢集团有限公司,2021-10-18,0
技术类 /营销类/ 运营类 /职能类,中信重工机械股份有限公司,2021-10-18,0
电气类/计算机类/通信类/机械测控类/环境化学类/热能动力类/市场营销类/工程管理类/土建水文类/勘测类/物流管理类/工商管理类/公共管理类/经济类/财会审计类/法学类/新闻类/语言文学等,广东电网有限责任公司,2021-10-18,0
硬件开发/硬件测试/模块导入/器件开发/光学设计/器件工艺/元器件开发/产品测试/工艺工程/EMC工程师,武汉华工正源光子技术有限公司,2021-10-18,0
新媒体采编/惠农项目专岗/数据管理/资金管理 /核算会计/人力资源管理/工艺工程管理/纪律检查/文创业务策划/营销策划/网络运维/软件开发/业务教师/综合管理 /经营管理 等,中国邮政集团公司重庆市分公司,2021-10-18,0
土建管理/成本管理岗/招标采购岗/财务管理岗/建筑设计岗/精装设计岗/景观设计岗/研策岗/招商岗/运营岗/推广岗,中粮地产成都有限公司,2021-10-18,0
Java/C++/前端开发/运维/安全/搜索研发工程师,微医控股（浙江）有限公司,2021-10-18,0
FPGA工程师/嵌入式软件工程师/硬件工程师/软件工程师,四川六九一二通信技术股份有限公司,2021-10-18,0
研发工程师/传热工程师/系统工程师,三花控股集团有限公司,2021-10-18,0
技术研发及项目工程师/业务专员,金川集团股份有限公司,2021-10-18,0
客运营销岗/综合事务岗,贵州航空有限公司,2021-10-18,0
研发工程师,重庆宇隆光电科技股份有限公司,2021-10-18,0
软件研发工程师/前端开发工程师/软件测试工程师/助理保险软件产品经理,领保科技（成都）有限公司,2021-10-18,0
财务咨询师,智慧财华（北京）管理咨询有限公司,2021-10-18,0
管理类,宜宾市天宜锂业科创有限公司,2021-10-18,0
兽医/养殖技术管培生/生产储备干部/饲料营销管培生/食品营销管培生/零售管培生/职能管培生/人力储备干部/财务储备干部,正大食品（开封）有限公司,2021-10-18,0
小学语文教师/小学数学教师/小学英语教师/初中语文教师/初中数学教师/初中英语教师/高中语文/高中英语/高中数学/机器人教师/AP教师,成都市温江区二十一世纪学校,2021-10-18,0
研发序列/营销序列/技术序列,烟台东方威思顿电气有限公司,2021-10-18,0
财务管理/审计岗/行政文秘等,德阳市人力资源服务中心,2021-10-18,0
市场经理/信息化咨询师/IT架构师/信息化工程师/通信设计咨询师/设计工程师/通信技术工程师/暖通工程师/电气工程师/客户经理（市场营销及投标方向）/产品经理/软件开发工程师/法务专员/Java开发工程师/网络安全工程师/产品需求工程师/系统工程师/Web前端开发工程师/网络通信工程师/项目经理/电源动力工程师/综合管理/人力资源管理/物业管理/会计/招标项目经理/计算机工程师,福建省通信产业服务有限公司,2021-10-18,0
投资经理 /分析师,北京东方高圣控股股份有限公司,2021-10-18,0
教学人员,北京磐石活水信息科技有限公司,2021-10-17,0
橙光培训生（公司业务方向）/产品经理方向/零售培训生,平安银行股份有限公司武汉分行,2021-10-17,0
区块链开发工程师/研发工程师（科研岗）/前端开发工程师/后端开发工程师（Java、C++、Golang、Python）/商务/售前技术支持/区块链运营,湖南天河国云科技有限公司,2021-10-17,0
航天火工品技术岗,四川航天川南火工技术有限公司,2021-10-17,0
嵌入式软件工程师/ 嵌入式软件工程师（SOC）/ 嵌入式软件工程师（ARM）/ 嵌入式软件工程师（信号处理）/ C、C++软件工程师 上位机软件工程师 /电路设计工程师 /研发测试工程师/产品经理 /研发助理 /FPGA开发工程师 /芯片设计工程师/ IC验证工程师/ 视觉SLAM算法工程师/ 卫星基带算法工程师 /卫星导航算法、RTK算法工程师/ 惯性、组合导航算法工程师,湖南北云科技有限公司,2021-10-16,0
机械工程师/动力工程师/液压工程师/电气工程师/控制工程师/销售经理/焊接工艺师/装配工艺师/供方开发工艺师/标准化工程师/海外销售经理/法务/品牌管理专员/生产管理/精益生产管理/采购管理/安全工程师/设备工程师/质量体系管理/会计,徐州徐工矿业机械有限公司,2021-10-16,0
技术类/研发类/生产类,宜宾市天宜锂业科创有限公司,2021-10-16,0
辅导员,华中农业大学,2021-10-16,0
研发（前端开发）/研发（JAVA开发）/产品类 /设计类/信息安全类,中建三局安装工程有限公司,2021-10-15,0
猎头管培生/RPO管培生/外包管培生,成都新大瀚人力资源管理有限公司,2021-10-15,0
算法工程师/软件工程师/逻辑工程师/系统测试工程师/功放工程师/射频工程师/PCB Layout工程师/天线工程师/数字硬件工程师/滤波器工程师/电源工程师,深圳三星通信技术研究有限公司,2021-10-15,0
信贷管理岗/风险管理岗,国家开发银行宁夏回族自治区分行,2021-10-15,0
AI工程师/嵌入式开发/嵌入式驱动/Windows软件开发工程,松翰科技（成都）有限公司,2021-10-15,0
软件研发工程师/数据分析师/人口研究员/运维工程师/业务运营专员/初级测试工程师/产品专员,成都三合力通科技有限公司,2021-10-15,0
管培生/网络维护/无线网建维工程师/财务/经营管理/互联网技术及应用/宽带接入网项目经理/市场营销管理/政企市场策划等,中国联合网络通信有限公司广西壮族自治区分公司,2021-10-15,0
工艺工程师/车辆工程师/机械工程师/制造工程师/质量工程师,一汽解放汽车有限公司成都分公司,2021-10-15,0
物理层算法工程师 /网络算法工程师/ 数字信号处理工程师 /嵌入式软件工程师/射频工程师/嵌入式硬件工程师/技术支持工程师/系统测试工程师/客户经理,北京慧清科技有限公司,2021-10-15,0
工程/商务/法务/行政/人力资源管理,中建珠江海外发展有限公司,2021-10-15,0
电子信息工程师/计算机工程师/通讯工程师等,成都环境投资集团有限公司,2021-10-15,0
IC设计工程师/IC前端实现工程师/FPGA设计工程师/嵌入式软件开发工程师/模拟设计工程师/数模混合设计工程师/模拟版图工程师/芯片验证工程师/嵌入式开发工程师/Linux系统开发工程师/应用开发工程师/CAD/EDA工程师,苏州国芯科技股份有限公司,2021-10-15,0
机械工程师/ 机器人控制算法工程师（轨迹规划）/ 机器人控制算法工程师（力控方向）/ 软件测试工程师/ 软件开发工程师（工业通讯）/ 拍摄剪辑师/ 节卡智能-自动化工程师/ 机械臂离线编程仿真平台开发等,上海节卡机器人科技有限公司,2021-10-15,0
数控软件开发工程师/数控平台开发工程师/嵌入式软件工程师/数控系统综合应用测试工程师/产品硬件测试工程师/数控系统产品研究工程师/自动化软件开发工程师/自动化应用开发工程师/数控系统应用工程师等,武汉华中数控股份有限公司,2021-10-15,0
研发设计/信息技术,陕汽集团商用车有限公司,2021-10-15,0
产品经理/信息安全工程师/JAVA开发工程师/前端开发工程师/中间件开发工程师/测试工程师/产品运维/算法工程师/战略规划/财务专员等,南京领行科技股份有限公司,2021-10-15,0
设计师/品牌培训生/媒介培训生/数字营销培训生/包装工程师/研发工程师/消费者洞察/销售培训生/稽核专员/外贸助理/电商运营/电商整合营销/电商数字化运营/电商通路行销/销售系统管理/O2O运营/销售执行/行销专员/法务专员/人资专员/产品培训生/感官与消费者洞察/软件开发/供应链数据分析/质量培训生/生产储干/蒸馏师/电气/机械培训生/中试工程师/调酒师,上海锐澳酒业有限公司,2021-10-15,0
战略储备生,交通银行股份有限公司广东省分行,2021-10-15,0
弹道设计工程师/姿控设计工程师/气动设计工程师/导航设计工程师/仿真设计工程师/结构设计工程师/机电设计工程师/强度分析工程师/web前端工程师/JAVA开发工程师/应用软件开发工程师/FPGA工程师/嵌入式软件开发工程师/硬件设计工程师/射频、天线工程师/电气系统工程师/惯性导航工程师/固体火箭发动机设计工程师/固体火箭发动机工艺工程师/质量专员/产品保障专员/市场专员/新媒体运营专员/人事行政专员/法务专员/财务专员等,北京零壹空间科技有限公司,2021-10-15,0
研发岗,福建省农村信用社联合社,2021-10-15,0
2022百威亚太技术与数据分析管理培训生（TMT）校园招聘,百威（厦门）管理运营有限公司,2021-10-15,0
电子信息技术/智能制造、装备研发/材料检测技术/光电技术研究/复合材料技术等,中国航空制造技术研究院,2021-10-15,0
“国资骐骥”应届生招聘,上海市国资委,2021-10-15,0
对日软件研发/对日软件设计/对日软件测试,武汉青凌未来科技有限公司,2021-10-15,0
C++算法工程师,北京互时科技股份有限公司,2021-10-15,0
中小学教师,深圳市龙岗区教育局,2021-10-15,0
技防部工作员/项目管理工作员/法务工作员/审计工作员/综合部工作员,泸州市龙驰实业集团有限责任公司,2021-10-15,0
整车研发类/智能制造类/市场营销类/其他职能类,东风汽车有限公司东风日产乘用车公司,2021-10-15,0
智能制造/软硬件开发/产品策划/市场营销/行政管理,深圳市科技评审管理中心（深圳软件园管理中心）,2021-10-15,0
研发技术类/互联网IT类/职能管理类/市场营销类,广西柳工机械股份有限公司,2021-10-15,0
C++开发工程师,苏州恩巨网络有限公司,2021-10-14,0
数据融合技术方面助理研究员/大数据操作系统助理研究员/大数据应用方向助理研究员/传感器数据融合开发工程师/知识图谱开发工程师/区块链应用工程师/大数据和人工智能领域开发工程师/JAVA开发工程师/信息安全领域工程师/前端开发工程师,北京（海淀）大数据先进技术研究院（北京大数据先进技术研究院）,2021-10-14,0
C++开发工程师\JAVA开发工程师 \前端开发工程师\测试工程师\UI设计师\UE设计师\实施工程师\产品工程师\建模工程师\营销管理岗,北京达美盛软件股份有限公司,2021-10-14,0
研发工程师（3个研发方向）/测试工程师/技术支持工程师（FAE）/系统应用工程师,上海芯圣电子股份有限公司,2021-10-14,0
医药研发类/质量类/生产技术类/采购类/机械电气类/物流类/EHS类/市场准入类/医学市场类/营销类/销售支持类/人力行政类/法务类/财务类/金融类,四川科伦药业股份有限公司,2021-10-14,0
教师岗位,深圳市福田区教育局,2021-10-14,0
保利商业管培生,保利商业管理有限公司成都分公司,2021-10-14,0
KING计划管培生-产品研发/KING计划管培生-游戏定向/KING计划管培生-市场运营,北京金山软件有限公司,2021-10-14,0
技术销售培训生,美敦力（上海）管理有限公司,2021-10-14,0
研发工程师/销售工程师/检测工程师,青岛中科润美润滑材料技术有限公司,2021-10-14,0
JAVA开发工程师/ABS项目管理岗/前端开发工程师/数据开发工程师,上海东方证券资产管理有限公司,2021-10-14,0
电子信息类培训生,富加宜连接器（东莞）有限公司,2021-10-14,0
智能网联/自动驾驶/研发设计/制造与质量/人力资源/财务管理/物流管理/三电开发,重庆小康工业集团股份有限公司,2021-10-14,0
安全主管/财会税务/船舶驾驶员/档案管理/工程主管/环保主管/技术主管/文体干事/轮机员/企业管理/人力资源管理/软件开发工程师/审计员/生产管理/食品卫生监督员/通讯工程师/文秘宣传/记者/项目经理/信息化管理工程师/策划运营,山东省港口集团有限公司,2021-10-14,0
数字化方向/技术支持方向/产品市场方向/战略方向/财务方向/人力资源方向/技术销售方向/技术支持方向/产品市场方向/数字化方向/嵌入式软件方向/电子方向/机械设计方向/工业化方向/测试方向/质量方向/工艺方向/计划方向/采购方向等,施耐德电气（中国）有限公司,2021-10-14,0
路桥方向/房建方向/给排水方向/材料方向/安全方向/造价方向/能源方向/行政文秘方向/人事方向/法务方向/物流管理方向/档案管理方向/财务类方向/证券方向/审计类方向/室内设计方向/环境园林设计方向/计算机信息方向/机电方向/营销方向/文旅规划方向/投资方向,湖北省交通投资集团有限公司,2021-10-14,0
控制 工程师/物联网 工程师/嵌入式 工程师/维护 工程师图像识别 工程师/物联网平台 软件工程/ 软件开发 工程师/管理 培训生,四川新绿色药业科技发展有限公司,2021-10-14,0
软件开发工程师/安全运维/网络运维工程师/项目助理/实施工程师,宁波国际物流发展股份有限公司,2021-10-14,0
技术/销售工程师,北京爱万提斯科技有限公司,2021-10-14,0
销售储备干部\生产供应链储备干部\产品研发储备干部\财务储备干部\职能类储备干部,亚士漆（上海）有限公司,2021-10-14,0
管培生/产品研发类/市场/运营类,纳恩博（北京）科技有限公司,2021-10-14,0
设计员/应用系统开发员/工艺技术员/检验技术员,四川泛华航空仪表电器有限公司,2021-10-14,0
导航算法工程师/机器人控制算法工程师/AI产品经理/软件工程师/JAVA开发工程师/UI视觉设计师/品牌专员 /财务专员/法务专员/采购执行工程师/生产采购工程师/ 电子工程师,深圳市优必选科技股份有限公司,2021-10-14,0
总行管理培训生 /定向培养类（含零售金融/公司金融/投资银行/风险管理/法律合规/人力资源/财务会计/党务建设方向)/金融科技类等,广发银行股份有限公司,2021-10-14,0
游戏研发工程师/运维工程师/游戏分析师/游戏策划师/广告专员/运营专员/营销策划专员/人力资源专员,广州心源互动科技有限公司,2021-10-14,0
管理培训生/信息科技岗/营业网点业务岗,中国银行股份有限公司广西壮族自治区分行,2021-10-14,0
研发中心/ 智能制造中心/工程技术中心/供应链与运营/职能方向/市场营销中心,天津力神电池股份有限公司,2021-10-14,0
集成电路研发类/数字前端设计/数字验证/固件工程师/C++工程师,苏州库瀚信息科技有限公司,2021-10-14,0
软件研发工程师/web全栈工程师/测试开发工程师,长沙星融元数据技术有限公司,2021-10-14,0
企划宣传,厦门市规划数字技术研究中心,2021-10-14,0
成本招采/工程管理/研发设计/财务融资/运营品质/行政管理,融创（成都）商业管理有限公司,2021-10-13,0
软件开发工程师,成都天地罔极科技有限公司,2021-10-13,0
软件研发工程师/软件测试工程师/硬件研发工程师/RF硬件设计工程师,中磊电子（苏州）有限公司技术研发中心,2021-10-13,0
研发工程师,中路交科科技股份有限公司,2021-10-13,0
技术研发岗,太初（无锡）电子科技有限公司,2021-10-13,0
图像处理算法工程师 /C++软件工程师/嵌入式软件设计,北京优创新港科技股份有限公司绵阳分公司,2021-10-13,0
冲压工艺工程师/焊接工艺工程师/产品工程师/质量工程师/项目工程师/制造工程师,卡斯马星乔汽车系统（重庆）有限公司,2021-10-13,0
芯片设计工程师/系统架构师/深度学习研究员/C++后端开发工程师/高级结构设计工程师等,杭州市萧山区人才管理服务中心,2021-10-13,0
食品工艺研发岗 /会计岗 /生产一线管培生/ 销售一线管培生,重庆市涪陵榨菜集团股份有限公司,2021-10-13,0
自动化工程师/工艺工程师/产品工程师/生产主管/供应链开发专员/物流专员/关务专员/EHS工程师,爱齐（四川）医疗设备有限公司,2021-10-13,0
客户助理/项目助理/评审助理/党群工作岗/行政助理,成都市融资再担保有限责任公司,2021-10-13,0
信息技术部开发经理/固定收益研究部研究员/多元资产管理部研究员/交易部交易员/产品规划部助理产品设计师/互联网金融部运营经理助理/市场部机构中台助理/基金运作部基金会计助理/基金运作部运营会计助理,博时基金管理有限公司,2021-10-13,0
人保财险-总公司-信息技术类条线-系统开发岗/人保财险-总公司-信息技术类条线-质量保障岗,中国人民财产保险股份有限公司,2021-10-13,0
制造培训生,中嘉汽车制造（成都）有限公司,2021-10-13,0
IC工程师（青岛、西安、上海）/嵌入式软件工程师（青岛、西安）/硬件工程师/C++/Java /Android/IOS软件开发工程师（青岛、西安）/算法工程师（青岛、西安）/FPGA工程师/嵌入式软件工程师/硬件工程师/区域销售经理/技术支持工程师,青岛鼎信通讯股份有限公司,2021-10-13,0
信息化专员,中节能建设工程设计院有限公司,2021-10-13,0
电气类/计算机类/通信类/工程管理类/机械测控类/土建水文类/市场营销类/物流管理类/环境化学类/热能动力类/财会审计类/法学类/经济类/工商管理类相关专业,云南电网有限责任公司,2021-10-13,0
万联证券“星秀计划”管理培训生,万联证券股份有限公司,2021-10-13,0
数据发掘工程师,北京（海淀）大数据先进技术研究院（北京大数据先进技术研究院）,2021-10-12,0
软件研发/工程技术/项目管理/智权法务/市场运营/大数据,富士康精密组件（深圳）有限公司,2021-10-12,0
研发/市场/职能类岗位,北京数码视讯科技股份有限公司,2021-10-12,0
软件开发实习生 （西安/成都/上海）,新蛋科技（成都）有限公司,2021-10-12,0
管培生（财务方向） /财经编辑/ Web前端开发工程师 /性能测试工程师 /PHP工程师 /AI算法开发工程师 /Java工程师/ 金融理财师等,上海银科创展投资集团有限公司,2021-10-12,0
数据开发工程师实习生,青岛安值投资管理有限公司,2021-10-12,0
软件研发/硬件研发/工程运维/技术研究/工程设计/工艺设计,南瑞集团有限公司,2021-10-12,0
项目经理岗/项目发行岗/项目督导岗/分析师岗/机构销售岗/助理咨询师岗等,西部证券股份有限公司,2021-10-12,0
专利工程师/商标代理人助理,北京英创嘉友知识产权代理事务所（普通合伙）,2021-10-12,0
数字设计工程师/数字验证工程师/硬件开发工程师/固件开发工程师/测试、测试开发工程师/自动化开发工程师/软件系统工程师/Linux平台驱动工程师/嵌入式软件开发工程师/售前、售后技术支持工程师/后端技术支持工程师/产品运营/招聘助理/行政,锐掣（杭州）科技有限公司,2021-10-12,0
专业技术岗位,中国共产党巴中市委员会组织部,2021-10-12,0
硬件工程师/软件工程师/算法工程师/结构工程师/电路设计工程师/FPGA工程师/测试工程师/微组装工程师/可靠性工程师/传感器工艺工程师（懂焊接）/微电子工艺工程师/销售工程师/管培生,青岛智腾科技有限公司,2021-10-12,0
研发/市场/职能类岗位,北京数码视讯科技股份有限公司,2021-10-12,0
管理咨询顾问/研究员/客户经理类,北京知本创业管理咨询有限公司,2021-10-12,0
产品摄影剪辑,成都一号标杆企业管理有限公司,2021-10-12,0
Java/web/C++实习生,同方赛威讯信息技术有限公司,2021-10-12,0
飞行仿真软件工程师/应用软件工程师/航空技术工程师/软件开发工程师,中仿智能科技（上海）股份有限公司,2021-10-12,0
FPGA工程师/硬件工程师/嵌入式软件工程师/DSP工程师/算法工程师/雷达信号处理工程师,西安艾索信息技术有限公司,2021-10-12,0
理论研究/系统设计/电路设计/信号处理/天线设计/软件开发/结构设计/职能管理/电波观测,中国电子科技集团公司第二十二研究所,2021-10-12,0
助理猎头顾问/猎头实习（专注于金融高端人才招聘）,上海志奋锦企业管理咨询有限公司四川分公司,2021-10-12,0
资本运营领袖生/监察领袖生/运营领袖生/招采领袖生/成本领袖生 /工程领袖生/ 投资领袖生 /财务领袖生 /客研领袖生/行政领袖生 /人力领袖生 /法务领袖生营销榜样生等,领地集团有限公司,2021-10-12,0
射频IC集成电路工程师／模拟IC集成电路工程师／web前端开发工程师／大数据开发工程师／软件测试工程师／后端开发工程师／硬件工程师／结构工程师／项目经理／嵌入式软件工程师／软件工程师／数字芯片设计工程师／RTL验证工程师／芯片应用开发工程师（嵌入式软件）／通信算法工程师／GNSS基带工程师／GNSS算法工程师／信号处理工程师／优化算法工程师／芯片系统测试工程师／编译器工程师／芯片设计AI算法工程师／算法工程师／软件工程师／解决方案软件开发工程师／协议栈开发/通信协议工程师／工具软件研发工程师／FAE,北京御芯微科技有限公司,2021-10-12,0
投资发展类/ 设计管理类/ 工程管理类/ 营销管理类/ 运营管理类/ 风控合规类/ 数字科技类/ 管培生岗位等,招商局蛇口工业区控股股份有限公司,2021-10-12,0
采购专员,北京快手科技有限公司,2021-10-12,0
客户经理/运营专员/项目助理,成都新宏域企业管理咨询有限公司,2021-10-12,0
投资研究类 /金融衍生品类/ 投资银行类 /机构业务类 /合规风控类 /财务资金类/ 运营管理类 /纪检监察类 /大数据类/ 人工智能类 /软件开发类/ 网络安全类,西南证券股份有限公司,2021-10-12,0
销售员/销售助理/行政助理/软件工程师/设备工程师/财务运营管理/质量管理员/采购助理/验收员,云南省医药有限公司,2021-10-12,0
网络安全技术研究类/软件开发类/硬件开发类/产品测试类/结构设计类/密码研究类/职能类,西南通信研究所（中国电子科技集团公司第三十研究所）,2021-10-12,0
开发类实习生/运营类实习生/综合类实习生,厦门立马耀网络科技有限公司,2021-10-12,0
管培生/业务岗,江苏昆山农村商业银行股份有限公司,2021-10-12,0
投资发展方向 /经营发展方向 /客服管理方向/ 财务管理方向 /人力资源方向,重庆天骄爱生活服务股份有限公司,2021-10-12,0
雷达总体设计师/信号处理设计师,上海神添实业有限公司,2021-10-12,0
综合管理类/市场营销类/柜面操作类,中国光大银行股份有限公司北京分行,2021-10-12,0
机械工程师/软件/算法工程师/硬件工程师/销售,以诺康医疗科技（苏州）有限公司,2021-10-12,0
售前工程师,长春吉大正元信息技术股份有限公司,2021-10-12,0
研发工程师（图像算法/结构/硬件/应用软件等）/职能岗/营销岗/技术支持岗/供应链岗,南京巨鲨显示科技有限公司,2021-10-12,0
软件开发工程师/模拟电子工程师/数字电子工程师/机械设计工程师等,先进科技（中国）有限公司,2021-10-12,0
市场经理/信息化咨询师/IT架构师/信息化工程师/通信设计咨询师,福建省邮电规划设计院有限公司,2021-10-12,0
标准化技术研究/质量管理研究/可靠性与质量检测/产品工程研究/元器件技术研究/检测试验技术研究/大数据与信息化建设,中国航天标准化研究所,2021-10-12,0
校园大使/iOS开发工程师/Android开发工程师/Web开发工程师/软件开发工程师-C/C++方向/软件开发工程师-Golang方向/软件开发工程师-云原生方向/边缘计算开发工程师/分布式系统开发工程师/搜索算法工程师/AI算法工程师/AI系统工程师/多媒体开发工程师/存储开发工程师/安全开发工程师/网络通信开发工程师/无线通信开发工程师/Linux系统开发工程师/Linux驱动开发工程师/运维开发工程师/软件测试工程师/产品经理-软件方向/平面设计师/交互设计师/产品经理-硬件方向/工业设计师/硬件工程师/电路设计工程师等,亿次网联（杭州）科技有限公司,2021-10-11,0
初级算法工程师,成都心吉康科技有限公司,2021-10-11,0
管理培训生/业务管理岗/柜员岗,中信银行股份有限公司深圳分行,2021-10-11,0
C/C++/嵌入式软件开发/应用软件开发/Web开发工程师,横河电机（中国）有限公司北京研究开发中心,2021-10-11,0
射频工程师/硬件工程师/FPGA工程师/嵌入式软件工程师/调试工程师/,成都众志天成科技有限公司,2021-10-11,0
通信类/建筑类/信息化及其它/管理培训生,中通服咨询设计研究院有限公司,2021-10-11,0
信贷管理岗,国家开发银行云南省分行,2021-10-11,0
科技类管培生,贵州中黔金融资产交易中心有限公司,2021-10-11,0
软件开发工程师,驰骋控股集团股份有限公司,2021-10-11,0
助理应用工程师- OPC /助理应用工程师- DFT/助理应用工程师- DVT,明导（上海）电子科技有限公司,2021-10-11,0
研发工程师/工艺工程师/工艺整合工程师/设备工程师/测试工程师/硬件工程师/质量工程师/软件开发工程师,盛合晶微半导体（江阴）有限公司,2021-10-11,0
嵌入式软件开发工程师/售前支持工程师（国内/国际）/用户服务工程师（国内/国际）,深圳麦科田生物医疗技术有限公司,2021-10-11,0
助理交易系统开发/基金市场管培生/基金运营管培生/行政人事管培生,成都朋锦仲阳投资管理中心（有限合伙）,2021-10-11,0
研发/工艺/质量工程师,四川中雅科技有限公司,2021-10-11,0
电气工程师/机械工程师/电子工程师/软件工程师/自动化工程师/销售工程师,常熟市国瑞科技股份有限公司,2021-10-11,0
嵌入式软件开发工程师/硬件工程师/Linux软件工程师,深圳市汇川技术股份有限公司,2021-10-11,0
软件工程师/硬件工程师/FPGA,上海都森电子科技有限公司,2021-10-11,0
集团管培生/专业技术培训生,北控水务（中国）投资有限公司,2021-10-11,0
教师,鸿鹄高中教育集团招聘简章,2021-10-11,0
产品测试/架构设计/人才培养及发展/大数据分析/程序开发,启明信息技术股份有限公司,2021-10-10,0
前端开发工程师/Python开发工程师/产品经理/广告运营/新媒体运营,北京木瓜移动科技股份有限公司,2021-10-10,0
飞行器修理工程师,中国人民解放军第五七二一工厂,2021-10-10,0
售前产品经理/客户经理/市场类/技服安服类,深信服科技股份有限公司,2021-10-10,0
客户经理,南京天溯自动化控制系统有限公司,2021-10-10,0
弹道设计工程师/姿控设计工程师/气动设计工程师/导航设计工程师/仿真设计工程师/结构设计工程师/机电设计工程师/强度分析工程师/web前端工程师/JAVA开发工程师/应用软件开发工程师/FPGA工程师/嵌入式软件开发工程师/硬件设计工程师/射频、天线工程师/电气系统工程师/惯性导航工程师/固体火箭发动机设计工程师/固体火箭发动机工艺工程师/质量专员/产品保障专员/市场专员/新媒体运营专员/人事行政专员/法务专员/财务专员等,北京零壹空间科技有限公司,2021-10-10,0
运维工程师/电气工程师/研发工程师,河北新天科创新能源技术有限公司,2021-10-10,0
新零售管培生,小米之家商业有限公司,2021-10-10,0
