招聘主题,用人单位,发布日期,浏览次数
JAVA开发工程师/C++开发工程师/前端开发工程师/测试工程师/技术支持工程师/产品经理,北京掌上先机网络科技有限公司,2021-11-12,0
电气设计工程师,安徽巨一科技股份有限公司,2021-11-12,0
弹道设计工程师/姿控设计工程师/气动设计工程师/导航设计工程师/仿真设计工程师/结构设计工程师/机电设计工程师/强度分析工程师/web前端工程师/JAVA开发工程师/应用软件开发工程师/FPGA工程师/嵌入式软件开发工程师/硬件设计工程师/射频、天线工程师/电气系统工程师/惯性导航工程师/固体火箭发动机设计工程师/固体火箭发动机工艺工程师/质量专员/产品保障专员/市场专员/新媒体运营专员/人事行政专员/法务专员/财务专员等,北京零壹空间科技有限公司,2021-11-12,0
技术开发工程师,中国共产党成都市金牛区委员会组织部,2021-11-12,0
党务管理员/纪检监察员/消防管理员/直播营销策划员/直播营销主播/产品研发员/香精香料研究员/人工智能研发员/互联网及新媒体研究员/烟叶生产技术员/信息数据管理员/物流管理员1/物流管理员2/ 烟叶养护员/技术员1/技术员2/技术员3/操作员/技术员1/技术员2/技术员3/技术员4/综合管理员/操作员,广西中烟工业有限责任公司,2021-11-12,0
日语运营,成都熊猫说科技有限公司,2021-11-12,0
机械类/电气类/计算机类/电子信息类/管理类,一汽解放青岛汽车有限公司,2021-11-12,0
专利工程师,广州三环专利代理有限公司,2021-11-12,0
测试助理工程师/电子助理工程师/照明设计/机械助理工程师/工业设计/国内销售/海外销售,赛尔富电子有限公司,2021-11-12,0
技术研发类/工程服务类/市场营销类/生产制造类/管理培训生/职能类,浙江中控技术股份有限公司,2021-11-12,0
网络空间安全学院教师,南京理工大学,2021-11-12,0
中物院高性能数值模拟软件中心研发岗,北京应用物理与计算数学研究所,2021-11-12,0
JAVA开发工程师/C++开发工程师/web前端工程师/测试工程师/技术支持工程师/产品经理,北京掌上先机网络科技有限公司,2021-11-12,0
初中数学教师,四川天府新区十一学校,2021-11-12,0
产品/工艺/材料工程 /机械设计/ 等离子体/射频工程等,中微半导体设备（上海）股份有限公司,2021-11-12,0
模拟电子工程师/电力电子工程师/数字电子工程师/软件开发工程师/嵌入式软件工程师/自动控制工程师/电磁兼容工程师/安规认证工程师,先进科技（中国）有限公司,2021-11-11,0
深圳市建筑科学研究院股份有限公司2022年校招公信检测员/助理结构工程师/助理建筑师,深圳市建筑科学研究院股份有限公司,2021-11-11,0
连锁运营管理方向/线上运营方向/产品运营方向/市场企划方向/产品采购方向/关务方向/品控方向/物流管理方向/销售管理方向/财经管理方向/人力资源管理方向/总裁助理方向/IT方向/,鲜丰水果股份有限公司,2021-11-11,0
现场应用工程师/电源应用工程师/模拟/混合集成电路设计/验证工程师/IC验证工程师,北京升宇科技有限公司,2021-11-11,0
java开发/web前端开发,浩鲸云计算科技股份有限公司,2021-11-11,0
市场营销类/销售运营类/技术研发类/人力行政管理类/财务管理类,成都新潮传媒集团有限公司,2021-11-11,0
研发类/工艺/调试/其他类,成都中电锦江信息产业有限公司,2021-11-11,0
Python开发工程师/量子器件工程师/微波工程师/FPGA开发工程师/量子测控科学家/硬件工程师/C++软件开发工程师/IDE开发工程师/机器学习工程师/算法工程师（量子程序编译方向）等,合肥本源量子计算科技有限责任公司,2021-11-11,0
研发类/销售类/职能类,深圳市思达仪表有限公司,2021-11-11,0
图像算法/视觉算法工程师/机器人控制算法工程师/机械设计工程师/图像处理算法工程师/机器人视觉应用工程师/电气设计工程师/助理电气工程师,普达迪泰（成都）智造研究院有限公司,2021-11-11,0
机械工程师,烟台杰瑞石油服务集团股份有限公司,2021-11-11,0
保险精算 /财会投资 /内控稽核 /信息技术 /通用前台 /通用中台 /通用后台,小康人寿保险有限责任公司,2021-11-11,0
机械工程师/电气工程师/工艺工程师,中天科技集团有限公司,2021-11-11,0
理财顾问/ 项目经理/投顾助理/储备管理,第一创业证券股份有限公司四川分公司,2021-11-10,0
后端开发工程师/前端开发工程师/算法工程师/机器学习/数据挖掘/自然语言处理工程师/大数据研发工程师/分布式数据平台开发工程师,杭州硕磐智能科技有限公司,2021-11-10,0
技术研发岗,河南四方达超硬材料股份有限公司,2021-11-10,0
c++/Java/,成都未尔科技有限公司,2021-11-10,0
销售类/技术服务类/售后服务类/教育培训类/智能智造自动化方向/智能智造软件开发方向,北京发那科机电有限公司,2021-11-10,0
C++开发工程师/服务端开发工程师/前端开发工程师/算法工程师/软件测试工程师,武汉金山办公软件有限公司,2021-11-10,0
嵌入式工程师/硬件设计工程师（助理）/售后FAE/应用软件开发/商显售前工程师/外观、ID设计/PCB layout设计师/软件测试工程师/结构设计师/项目助理工程师,保华微电子有限公司,2021-11-10,0
软件工程师/硬件工程师/结构工程师/测试工程师,上海派能能源科技股份有限公司,2021-11-10,0
管培生,大悦城控股集团（浙江）有限公司,2021-11-10,0
汽车研发（北京/上海) /自动驾驶（北京/上海）/智能与信息技术（北京/上海）/生产制造（北京/江苏常州）/供应链（北京/上海/江苏常州/四川绵阳） /综合管理（北京/上海/常州）/ 职能（北京/上海/常州,北京理想汽车有限公司,2021-11-10,0
Trainee-自动化方向,天津雀巢有限公司,2021-11-10,0
基站物理层开发工程师/DSP程序开发工程师/物理层算法岗,易科奇通信技术（深圳）有限公司,2021-11-10,0
科研人员,贵州航天计量测试技术研究所,2021-11-10,0
量化策略研究员（实习留用）,上海念空数据科技中心（有限合伙）,2021-11-10,0
四川省2022届急需紧缺专业选调生\市属事业单位以及各县（区）引进人才\市属国有或国有控股企业引进人才,中共宜宾市委人才工作局,2021-11-10,0
工程师,戴姆勒大中华区投资有限公司,2021-11-10,0
嵌入式系统开发工程师/产品工程师/结构设计工程师/技术支持工程师,桂林星空建腾电子科技有限公司,2021-11-10,0
技术销售工程师/大客户经理/软件工程师/硬件工程师/网络安全工程师/通信工程师/射频微波（5G）测试工程师/中央监测系统工程师/操作系统工程师/汽车电子技术工程师/汽车诊断应用工程师/NVH工程师/自动化技术工程师/QT开发工程师/嵌入式工程师/产品拓展专员/大客户专员/网站开发工程师/网站内容/市场专员/储备财务经理/招聘专员,广州虹科电子科技有限公司,2021-11-10,0
人力行政管培生/公共关系管培生等,浙江钱江摩托股份有限公司,2021-11-10,0
产品管培生/市场管培生/职能管培生/运营管培生,伙伴智慧（北京）信息技术有限公司,2021-11-10,0
化工类等,金能化学（青岛）有限公司,2021-11-10,0
投融资项目经理/法务经理/行政经理,深圳市中小微企业投资管理有限公司,2021-11-10,0
储备人才类/机务类/航务类/地面服务类/运行管理类/工程管理类/医学类/规划投资类/市场营销类/法律类/财务审计类/行政管理类/采购管理类/研发培训类/科研类/党宣工团纪类等,中国东方航空股份有限公司,2021-11-10,0
财务管理/会计管理/信贷管理/风险管理,宁夏银行股份有限公司,2021-11-10,0
管理培训生/金融科技人才/市县分支机构营销人员/营运人员,海南银行股份有限公司,2021-11-09,0
学科教师/行政管理/文案策划/机器人编程教师（少儿编程、创客老师、乐高编程、少儿机器人）,望子成龙教育科技有限公司,2021-11-09,0
机电研发岗,潮州三环（集团）股份有限公司,2021-11-09,0
专业人才/管培生/分支行储备生/子公司及驻行纪检监察组等,重庆农村商业银行股份有限公司,2021-11-09,0
嵌入式软件工程师/数字电路设计工程师/数字电路验证工程师/硬件工程师/自动化测试工程师,恒玄科技（上海）股份有限公司,2021-11-09,0
边缘计算应用开发实习（研发、产品）,西门子工业自动化产品（成都）有限公司,2021-11-09,0
嵌入式软件开发工程师,成都子辰时频科技有限公司,2021-11-09,0
事业编制,深圳市盐田区,2021-11-09,0
c++/Java/,北京未尔锐创科技有限公司,2021-11-09,0
SMT工程师,仁宝信息技术（昆山）有限公司,2021-11-09,0
机器学习负责人/软件负责人/嵌入式系统负责人/电路负责人/硬件原型开发负责人/显示算法负责人/VR 3D引擎科学家/图形图像算法科学家/安卓高级软件负责人/ISP 图像算法负责人/人体感知与视觉科学家/显示、光学测试负责人/先进显示技术研发负责人/显示驱动面板设计负责人/显示背板制程器件工程负责人/显示驱动IC设计负责人/IT 工程师 （服务器）/实验室管理员,甬江实验室,2021-11-09,0
CAD三维设计师,四川博纳致达信息科技有限公司,2021-11-09,0
董事会秘书,四川现代教育集团,2021-11-09,0
采购员/制程工程师/规划师/人力资源/测试工程师/机构设计工程师/PLC开发工程师/EHS工程师/项目助理/数据分析师/成本分析师/精益管理师/自动化工程师/经营分析师,捷普科技成都有限公司,2021-11-09,0
总行管培生/分支机构管培生/营业网点业务岗/定向营业网点业务岗,潍坊银行股份有限公司,2021-11-09,0
技术研发/封装技术开发/新产品开发/制程工程师/设备工程师/管理类/软件开发/动力工程技术,通富微电子股份有限公司,2021-11-09,0
博士后/产品设计/工艺技术/机械技术/电气技术/模具技术/生产管理/改善管理/质量管理/市场营销,四川宏发电声有限公司,2021-11-09,0
游戏开发工程师,上海域起网络科技有限公司,2021-11-08,0
材料开发类\OLED材料开发\光学设计类\显示技术研究类\仿真设计类\电磁仿真\面板设计类\器件开发类\OLED工艺器件开发\战略与企管类\电子设计类,深圳市华星光电技术有限公司,2021-11-08,0
管培生,北京中公教育科技股份有限公司四川分公司,2021-11-08,0
软件开发岗/证件芯片安全研究岗/数据算法研发岗/仿真系统研发岗 /数据分析岗,国家移民管理局出入境管理信息技术研究所,2021-11-08,0
技术研发及项目工程师/业务专员,金川集团股份有限公司,2021-11-08,0
软件研发类/硬件研发类/供应链/产品类,小米科技有限责任公司,2021-11-08,0
嵌入式软件工程师/Android开发工程师/硬件开发工程师/Web后端开发工程师/Web前端开发工程师/质量工程师,深圳市艾迪思特信息技术有限公司,2021-11-08,0
初级游戏软件开发工程师,北京光宇在线科技有限责任公司成都分公司,2021-11-08,0
项目管理岗/IT信息岗/证照事务岗/销控岗/价格管理岗/客户关系岗/财务管理岗,广州市敏捷投资有限公司,2021-11-08,0
嵌入式软件工程师/ 嵌入式软件工程师（SOC）/ 嵌入式软件工程师（ARM）/ 嵌入式软件工程师（信号处理）/ C、C++软件工程师 上位机软件工程师 /电路设计工程师 /研发测试工程师/产品经理 /研发助理 /FPGA开发工程师 /芯片设计工程师/ IC验证工程师/ 视觉SLAM算法工程师/ 卫星基带算法工程师 /卫星导航算法、RTK算法工程师/ 惯性、组合导航算法工程师,湖南北云科技有限公司,2021-11-08,0
Java研发工程师/前端研发工程师,贝壳找房（北京）科技有限公司,2021-11-08,0
工程技术岗,中国建筑第七工程局有限公司西南分公司,2021-11-08,0
弹道设计工程师/姿控设计工程师/气动设计工程师/导航设计工程师/仿真设计工程师/结构设计工程师/机电设计工程师/强度分析工程师/web前端工程师/JAVA开发工程师/应用软件开发工程师/FPGA工程师/嵌入式软件开发工程师/硬件设计工程师/射频、天线工程师/电气系统工程师/惯性导航工程师/固体火箭发动机设计工程师/固体火箭发动机工艺工程师/质量专员/产品保障专员/市场专员/新媒体运营专员/人事行政专员/法务专员/财务专员等,北京零壹空间科技有限公司,2021-11-08,0
专业化人才\管理培训生\营销型人才,四川天府银行股份有限公司,2021-11-08,0
产品研发/技术岗/管理岗,陕西凌云电器集团有限公司,2021-11-08,0
财务审计（2022校招）/财务审计实习生（非校招）/资产评估（2022校招）/管理咨询（2022校招）,天健会计师事务所（特殊普通合伙）四川分所,2021-11-08,0
大学教师,重庆移通学院,2021-11-08,0
研发序列/营销序列/技术序列,烟台东方威思顿电气有限公司,2021-11-08,0
安卓应用/多媒体开发/驱动/无线通信协议/信息安全/Devops/算法/射频工程师,OPPO广东移动通信有限公司,2021-11-08,0
科研创新岗/开发管理岗/综合管理岗/产业管理岗/设计管理岗/投资财会岗/合规管理岗,中铁文化旅游投资集团有限公司,2021-11-08,0
生产技术类储干/品质管理类储干/研发技术类储干/设备维护类储干/安全、消防、环保类储干/供应链类储干/项目管理类储干,蓝思科技股份有限公司,2021-11-08,0
版图工程师/芯片设计工程师/软件测试/软件开发/web前端/半导体应用咨询工程师,杭州广立微电子股份有限公司,2021-11-08,0
芯片设计/SIP封装设计/微波设计/天线设计/FPGA设计/总体设计/算法设计/C++软件设计/C#软件设计/电路设计/结构设计/电气工程设计/DSP设计,成都锐芯盛通电子科技有限公司,2021-11-07,0
达州英才计划,达州市,2021-11-06,0
市场BD专业,成都盛誉达电子产品有限公司,2021-11-06,0
机械设计工程师/电气设计工程师,四川科立达智能系统有限公司,2021-11-05,0
规划建设类/信息电子类,江门市人才工作局,2021-11-05,0
工程师-车载网联及智能驾驶/电驱动及电气化/整车工程及开发/柴油发动机整车基础和驾驶性标定-汽油发动机/,河北艾福亿维新能源科技有限公司,2021-11-05,0
财务管理/项目管理储备干部,河南省通信建设管理咨询有限公司,2021-11-05,0
数字IC工程师,富瀚微电子（成都）有限公司,2021-11-05,0
储备干部/技术工程师,江苏希西维轴承有限公司,2021-11-05,0
质量工程师/相分析工程师/工艺工程师/模具工程师/材料研发工程师/模具设计工程师/热处理工程师等等,爱柯迪股份有限公司,2021-11-05,0
专利代理师（通信、电学、机械、自动化等领域）,北京龙双利达知识产权代理有限公司,2021-11-05,0
IT及新技术类/网络类/业务及运营类/市场类/职能支撑,中国联合网络通信有限公司四川省分公司,2021-11-05,0
置业顾问/策划专员/储备销售主管,四川诺嘉信商业管理有限公司,2021-11-05,0
总裁办管培生/业务管培生/Java开发工程师/B端产品经理/专员,同道精英（天津）信息技术有限公司,2021-11-05,0
太仓市2021年度专业化青年人才定岗特选,太仓市人力资源管理服务中心（太仓市创新创业指导中心）,2021-11-05,0
探测器研发工程师/助理工程师、工艺助理（应届）/光刻助理工程师（应届）/品质工程师（应届）/研发助理、研发工程师（应届）,武汉云岭光电有限公司,2021-11-05,0
教师/党政类/医疗类/技术类等,漳州引才招聘,2021-11-05,0
嵌入式软件工程师/硬件工程师/网络测试工程师,广州芯德通信科技股份有限公司,2021-11-04,0
JAVA开发工程师/C++开发工程师/前端开发工程师/测试工程师/技术支持工程师/产品经理,北京掌上先机网络科技有限公司,2021-11-04,0
业务研究岗/品种研发岗,大连商品交易所,2021-11-04,0
管理类/市场营销与策划类/运营管理类/财务管理类/建筑工程类/建筑设计类/酒店管理类/会展类/工程造价类/粮油类,青岛国信发展（集团）有限责任公司,2021-11-04,0
软件技术/硬件技术/职能/销售,拓维信息系统股份有限公司,2021-11-04,0
科技规划管理岗/应用系统开发岗/系统及网络管理岗/技术运行操作岗/登记结算业务岗（法律类/会计类/统计类/财经类)/综合管理岗（法律类/会计审计类/新闻类）/数据中心管理岗等,中国证券登记结算有限责任公司,2021-11-04,0
智慧金融岗/研发维护岗/人力资源岗/金融市场交易岗/宣传岗,遂宁银行股份有限公司,2021-11-04,0
电子工程师/电气工程师/算法工程师/应用工程师,北京未磁科技有限公司,2021-11-04,0
项目开发经理/项目营销经理,特变电工新疆新能源股份有限公司,2021-11-04,0
算法工程师/FPGA工程师,成都九华圆通科技发展有限公司,2021-11-04,0
Marketing 品牌管理培训生/Sales 营销管理培训生,深圳市韶音科技有限公司,2021-11-04,0
导航规划算法工程师/电机控制算法工程师/机器人算法工程师/机械臂规划工程师/图像算法工程师/运动控制算法工程师/AI算法工程师/Slam算法工程师/人机交互（HRI）系统设计师/音频算法工程师/语音信号处理/语音识别算法工程师/系统工程师/硬件工程师/电机控制工程师/AIot工程师/FPGA工程师/上位机硬件工程师/下位机硬件工程师/机械工程师/结构工程师/项目经理/产品经理/解决方案工程师/Web/Golang/Andriod/C++开发工程师/机器人软件开发工程师/仿真开发工程师/软件测试工程师/硬件测试工程师/自动化测试工程师/运营策略/运营支持/产品应用工程师/产品质量工程师/PMC工程师/采购工程师/国际物流管理/仓储管理/招聘管理/培训管理/企业文化/公共事务/财务/海外销售（英/日/俄/韩/法/西/德/意/葡/阿/荷兰语） /海外技术运营（英/日/俄/韩/法/西/德/意/葡/阿/荷兰语）,深圳市普渡科技有限公司,2021-11-03,0
研发类/技术支持类/生产制造类/销售市场类等,恩智浦（中国）管理有限公司,2021-11-03,0
大宗商品业务员/研究员（行业）/财务核算/物流管理/法务内控/Java开发,浙江物产国际贸易有限公司,2021-11-03,0
综合管理岗/博士后研究人员/信息安全岗/系统研发岗/党群工作部（人力资源部）-人力资源岗等,山东省鲁信投资控股集团有限公司,2021-11-03,0
嵌入式软件工程师/ 嵌入式软件工程师（SOC）/ 嵌入式软件工程师（ARM）/ 嵌入式软件工程师（信号处理）/ C、C++软件工程师 上位机软件工程师 /电路设计工程师 /研发测试工程师/产品经理 /研发助理 /FPGA开发工程师 /芯片设计工程师/ IC验证工程师/ 视觉SLAM算法工程师/ 卫星基带算法工程师 /卫星导航算法、RTK算法工程师/ 惯性、组合导航算法工程师,湖南北云科技有限公司,2021-11-03,0
民航类/计算机类/电气/自动化类/土建类/安全类/能源动力类/经营/管理类/行政/文秘类/财务类/电子/通信类/法律类/医学类/生物学类/设计学类,西部机场集团有限公司,2021-11-03,0
建筑工程师/工程造价师/人力资源管理,中国建筑股份有限公司国际工程分公司,2021-11-03,0
雷达电子战仿真工程师/通信仿真工程师/光电和红外仿真工程师/C++研发工程师/CAE仿真工程师/飞行仿真建模工程师/技术支持工程师（电磁方向、通信和网络方向）/销售工程师,成都未尔科技有限公司,2021-11-03,0
算法工程师/软件开发工程师,金航数码科技有限责任公司,2021-11-03,0
C ++开发工程师/数据分析工程师/FPGA,上海广策信息科技有限公司,2021-11-03,0
软件工程师/上位机软件工程师/硬件工程师/结构工程师/产品工程师,八方电气（苏州）股份有限公司,2021-11-03,0
总行管培生/西安城区柜员/西安郊县柜员/地市城区柜员/地市县域柜员,长安银行股份有限公司,2021-11-03,0
研发/市场/职能类岗位,北京数码视讯科技股份有限公司,2021-11-03,0
后端/前端/测试/数据/开发工程师,中国电子系统技术有限公司,2021-11-02,0
FPGA工程师/硬件工程师/嵌入式软件工程师/DSP工程师/算法工程师/雷达信号处理工程师,西安艾索信息技术有限公司,2021-11-02,0
c++开发/Java开发,北京未尔锐创科技有限公司,2021-11-02,0
智能驾驶系统工程师/VCU软件工程师/整车研发工程师/发动机研发工程师/功能安全工程师/见习业务经理/工艺工程师/人力资源专员,浙江春风动力股份有限公司,2021-11-02,0
教师,南京理工大学,2021-11-02,0
软件开发工程师＼硬件开发工程师＼嵌入式软件工程师＼算法工程师,四川湖山电器股份有限公司,2021-11-02,0
2022年江苏省启东市公开选调优秀青年人才(事业编),中共启东市委组织部,2021-11-02,0
后备人才岗,嘉兴市小微企业信保基金融资担保有限公司,2021-11-02,0
综合管理/投资管理/委托贷款/风险管理/税务/法律/运营管理/内部审计/信息技术/人力资源管理等,国家外汇管理局中央外汇业务中心,2021-11-02,0
软件开发工程师/测试工程师,驰骋控股集团股份有限公司,2021-11-02,0
电源工程师/滤波器工程师/测试工程师/质检员/销售,成都讯领科技有限公司,2021-11-02,0
电气工程师/自动化工程师/机械工程师/工艺工程师/工程管理,国家管网集团西部管道有限责任公司,2021-11-02,0
研发助理工程师/测试助理工程师/质检员/销售,成都讯领科技有限公司,2021-11-02,0
弹道设计工程师/姿控设计工程师/气动设计工程师/导航设计工程师/仿真设计工程师/结构设计工程师/机电设计工程师/强度分析工程师/web前端工程师/JAVA开发工程师/应用软件开发工程师/FPGA工程师/嵌入式软件开发工程师/硬件设计工程师/射频、天线工程师/电气系统工程师/惯性导航工程师/固体火箭发动机设计工程师/固体火箭发动机工艺工程师/质量专员/产品保障专员/市场专员/新媒体运营专员/人事行政专员/法务专员/财务专员等,北京零壹空间科技有限公司,2021-11-02,0
国网全球能源互联网研究院直流输电技术研究所2022年度校园招聘,全球能源互联网研究院有限公司,2021-11-02,0
总公司/分公司管理培训生,长城人寿保险股份有限公司,2021-11-02,0
器件设计工程师/DRAM Designer/模拟电路 IC 设计工程师,芯盟科技有限公司,2021-11-02,0
管理培训生/非管理培训生,凯德（中国）企业管理有限公司,2021-11-02,0
研发工程师,交银施罗德基金管理有限公司,2021-11-02,0
机械设计工程师 /产品可靠性工程师 /产品测试工程师 /电气工程师,索恩格汽车部件（中国）有限公司,2021-11-02,0
普通员工\计算机专业员工,安徽省农村信用社联合社,2021-11-02,0
教授/研究员/博士后等,上海交通大学,2021-11-02,0
未来总裁岗 /研发岗/ 信息技术岗 /市场岗 /电商运营岗 /营销管理岗 /市场岗 /人力资源岗 /财务岗 /生产制造岗 /品质管理岗 / 电商运营岗 /营销管理岗 /生产制造岗 /品质管理岗,白象食品股份有限公司,2021-11-02,0
中国科学院空天信息创新研究院教育处,中国科学院空天信息创新研究院,2021-11-01,0
算法工程师/电子研发工程师/机器视觉应用工程师/C++开发工程师/系统集成技术工程师,武汉光谷卓越科技股份有限公司,2021-11-01,0
研发类/技术类,北京晨晶电子有限公司,2021-11-01,0
电气工程师/研发工程师/工艺工程师,北京智束科技有限公司,2021-11-01,0
模拟芯片设计工程师/数字电路验证工程师/版图设计工程师/器件工程师,上海联影微电子科技有限公司,2021-11-01,0
研发管培生/职能管培生/业务管培生,汇通达网络股份有限公司,2021-11-01,0
零售管培生,成都极米科技股份有限公司,2021-11-01,0
Java 开发工程师/前端开发工程师/测试工程师,上海铂略金融信息服务有限公司,2021-11-01,0
助理软件工程师 /助理电机工程师/ 生产储备干部/ PIE助理工程师 /ME助理工程师等,苏州欧圣电气股份有限公司,2021-11-01,0
软件平台及解决方案/电子系统方向/数字化体验平台方向/数据工场与网络安全方向/人力资源管理培训生,上海汽车集团股份有限公司零束软件分公司,2021-11-01,0
通信设计师/建筑设计师/暖通设计师/结构设计师/建筑电气设计师/建筑工程咨询师/软件工程师/大数据分析师/信息安全工程师/信息化咨询师/智能化设计师/培训专员/招标代理工程师/管理培训生,中通服咨询设计研究院有限公司,2021-11-01,0
产品设计工程师/电机设计工程师/电机工艺工程师/电机测试工程师/仿真测试工程师/仿真切割工程师/软件设计工程师/硬件加工工程师/机加工艺工程师/装配工艺工程师/研发质量工程师/市场质量工程师/质量工程师（IPQC）/计量工程师/理化工程师/采购工程师/计划师/物控员/制造储备干部/装配储备干部/工务储备干部/软件开发工程师（C+ +方向）,广州市昊志机电股份有限公司,2021-11-01,0
专业人才/管培生/分支行储备生/子公司及驻行纪检监察组等,重庆农村商业银行股份有限公司,2021-11-01,0
农资营销（技术）岗/财务会计岗/人力资源 管理岗,浙农集团股份有限公司,2021-11-01,0
财务审计类/人事行政类/投资分析类/营销业务类/工程管理类,浙农控股集团有限公司,2021-11-01,0
C++/QT开发工程师,成都睿芯行科技有限公司,2021-11-01,0
人工智能领域开发工程师,北京（海淀）大数据先进技术研究院（北京大数据先进技术研究院）,2021-11-01,0
JAVA开发工程师,佰墨思（成都）数字技术有限公司,2021-11-01,0
网点柜员,中国邮政集团有限公司湖南省分公司,2021-11-01,0
技术类/营销类/运营类,北京必创科技股份有限公司,2021-11-01,0
版图工程师 /氮化镓器件工程师 /碳化硅器件工程师 /工艺工程师 /设备工程师/ IE工程师 /供应商管理 /品质制程工程师 /CS工程师 /失效分析工程师 /安全工程师 /水处理系统工程师 /气化系统工程师 /水处理系统工程师 /商务专员 /采购专员,深圳方正微电子有限公司,2021-11-01,0
管培生,上海微创医疗机器人（集团）股份有限公司,2021-11-01,0
技术类/支持类/市销类,上海微创电生理医疗科技股份有限公司,2021-11-01,0
毒理专题负责人/病理专题负责人/药理专题负责人/分析专题负责人/分析方法开发专题负责人,北京昭衍新药研究中心股份有限公司,2021-11-01,0
科研人员,杭州仰仪科技有限公司,2021-11-01,0
研发序列/营销序列/技术序列,烟台东方威思顿电气有限公司,2021-11-01,0
模拟IC设计工程师/射频电路设计工程师/RFIC设计工程师,北京博瑞微电子科技有限公司,2021-11-01,0
党群干事/技术工程师/工程类工程师/人力行政专员/机加工艺工程师/客户经理/客户销售等,四川波鸿实业有限公司,2021-11-01,0
助理信息技术工程师/助理互联网金融开发工程师/助理互联网金融开发工程师,汇添富基金管理股份有限公司,2021-11-01,0
研发/产品/运营/市场/设计,北京闪送科技有限公司,2021-11-01,0
产品经理/商务经理/大客户经理,北京必创科技股份有限公司,2021-11-01,0
【空中双选】 电子科技大学2021年暖冬专场空中双选会学生邀请函,电子科技大学学生就业指导中心,2021-11-01,0
海外市场营销管培生,四川卓尔天讯电子有限公司,2021-11-01,0
科曼医疗22届营销精英,深圳市科曼医疗设备有限公司,2021-10-31,0
硬件测试工程师/微波工程师/射频工程师/软件开发工程师/认证工程师/嵌入式软件工程师/结构测试工程师/工艺设计工程师/单板开发工程师/夹具设计工程师/器件设计工程师/版图设计工程师/中道工艺工程师/压铸工程师/模具设计工程师/结构件工艺工程师/机械技术工程师/电镀工艺工程师,武汉凡谷电子技术股份有限公司,2021-10-31,0
运维专工/工程造价,华电西藏能源有限公司,2021-10-31,0
海豚生—管培生,上海德邦物流有限公司,2021-10-30,0
投行业务岗/研究员/销售经理/储备干部/交易员,川财证券有限责任公司,2021-10-30,0
战略管理类,大家保险集团有限责任公司,2021-10-29,0
营销管理类/研发技术类/职能管理类/智能制造类,杭州老板电器股份有限公司,2021-10-29,0
研发工程师,贵州梅岭电源有限公司,2021-10-29,0
JAVA开发工程师/C++开发工程师/前端开发工程师/测试工程师/技术支持工程师/产品经理/人力专员/财务专员,北京掌上先机网络科技有限公司,2021-10-29,0
省联社本部人才/信息科技中心人才,四川省农村信用社联合社,2021-10-29,0
人力资源/专利工程师/外贸销售 /国内销售/ 跨境电商运营/ 软件工程师/ 硬件工程师等,深圳市华思旭科技有限公司,2021-10-29,0
软件开发类 /硬件开发类 /网络安全技术研究类/密码研究类/产品测试类/人力资源/财务管理/成本管理/物资采购类,西南通信研究所（中国电子科技集团公司第三十研究所）,2021-10-29,0
分行营销精英培训生/金融科技类,广发银行股份有限公司长沙分行,2021-10-29,0
人工智能/计算机类/车辆工程/ 机械/ 电机与电器/ 电力系统/电子/ 自动化/热能与动力工程/供应链/统计学/密码学/营销/管理/语言,北京汽车集团有限公司,2021-10-29,0
硬件设计工程师/软件工程师（上位机方向）/FPGA开发方向/深度学习工程师/机械设计工程师,合肥安晶龙电子股份有限公司,2021-10-29,0
研发工程师/运营及销售类管培生/财务类管培生/人事行政及后台管理类管培生/技术支持工程师,深圳市神舟电脑股份有限公司,2021-10-29,0
游戏策划管培生,广州四三九九信息科技有限公司,2021-10-29,0
研发工程师 /质量工程师 /工艺工程师 /采购工程师 /电镀工艺工程师,上海雷迪埃电子有限公司,2021-10-29,0
初高中数学教师,北京雄恩学科培训学校有限公司,2021-10-29,0
弹道设计工程师/姿控设计工程师/气动设计工程师/导航设计工程师/仿真设计工程师/结构设计工程师/机电设计工程师/强度分析工程师/web前端工程师/JAVA开发工程师/应用软件开发工程师/FPGA工程师/嵌入式软件开发工程师/硬件设计工程师/射频、天线工程师/电气系统工程师/惯性导航工程师/固体火箭发动机设计工程师/固体火箭发动机工艺工程师/质量专员/产品保障专员/市场专员/新媒体运营专员/人事行政专员/法务专员/财务专员等,北京零壹空间科技有限公司,2021-10-29,0
质量工程师,成都极米科技股份有限公司,2021-10-29,0
管理培训生,宁波机场集团有限公司,2021-10-29,0
CoE 开发工程师,思爱普（中国）有限公司,2021-10-29,0
制程工程师/软件开发工程师/光罩数据处理工程师,泉意光罩光电科技（济南）有限公司,2021-10-29,0
模拟IC设计工程师,江苏帝奥微电子股份有限公司,2021-10-29,0
航运经营管培生/航运技术管培生/财务方向管培生/数字化方向管培生/资本运营方向管培生/综合法律方向管培生/人力资源方向管培生/党建管理方向管培生/文秘方向管培生,中远海运特种运输股份有限公司,2021-10-29,0
助理工程师/装配工艺工程师/采购工程师/质量工程师,克劳斯玛菲机械（中国）有限公司,2021-10-29,0
网络优化与维护,中国联合网络通信有限公司湖南分公司,2021-10-29,0
高级售前工程师/软件工程师/经理助理,杭州兆华电子有限公司,2021-10-28,0
水务环保类/金融财务类/职能管理类,中建三局绿色产业投资有限公司,2021-10-28,0
管理培训生岗/科技岗,江西银行股份有限公司,2021-10-28,0
